,id,title,description,ingredients,year,week,week_day,keywords,tags
230,35eb75c3-6dd8-ea0b-2548-0d884c8fc19b,Grov fiskeburger med avokado,"Grov fiskeburger med fiskekake av torsk og hyse, wasabi, ingefær og chili, server med avokado og gode burgerbrød. Enkel, god og litt sunnere middag. Andre grove fiskekaker kan også brukes.","grov fiskeburger, lyst burgerbrød, avokado, agurk, wasabi, majones, salat, frisk koriander, liten",,,,"['sunnere', 'tipssunnere', 'fisk', 'sjømat', 'nye gode vaner', 'hovedrett', 'burger', 'rask']","['Sunnere', 'TipsSunnere', 'Fisk', 'Sjømat', 'Nye gode vaner', 'Hovedrett', 'Burger', 'Rask']"
231,3c822f4e-8c7b-49e7-a509-51a6b94cb158,Enchiladas med kylling,"Oppskrift på fristende, gratinert enchilada med saftig kylling, en spicy tomatsaus og masse smeltet ost. Server med gjerne med hjemmelaget guacamole som tilbehør. Denne retten går fort å lage i ovnen og er skikkelig tex-mex kosemat til hverdag og helg. Se video for steg-for-steg.","revet ost, løk, hakkede tomater, tortilla, taco kryddermix, kylling, vårløk, frisk koriander, rømme, guacamole, tacosalsa",,,,[''],"['Tex-Mex', 'Taco', 'Kylling', 'Kyllingfilet', 'Kyllingbryst', 'Hjemmelaget']"
232,a2a6c2bf-b6da-462b-aa90-96903a754b21,BBQ cheeseburger med coleslaw,"Oppskrift på saftig Angusburger servert med hjemmelaget coleslaw, gode sauser og smeltet ost - det perfekte måltidet til helgen. Denne burgeren er utrolig smakfull, samtidig som den er enkel å lage. Server gjerne med hjemmelagde fries. Kjøp vår beste burger i ferskvaredisken, og tilbered den gjerne på grill!","angusburgere, brioche burgerbrød, skivet ost, BBQ saus,, kål, gulrot, eple, Sriracha super sauce, sitron",,,,[''],"['Middagstips', 'Hverdag', 'Sommer', 'Hovedrett', 'Lunsj', 'Burger']"
233,888b7972-7b05-fff3-fb87-5dac77194656,Salsiccia med syltet rødløk og potetbåter,"Grillet rå Salsiccia pølse er fantastisk grillmat. Salsiccia er en italiensk pølse av svinekjøtt med urter. Trekk rå salsiccia pølse i eplejuice og server med syltet rødløk, stekte båtpoteter, ketchup og sennep.","rødvinseddik, sukker, rødløk, rå Salsiccia pølse fra Jacobs Utvalgte, hel, sort pepper, laurbærblad, eplejuice, sennep, små poteter, pepper, ketchup, salt, rapsolje",,,,"['svin', 'pølser', 'middagstips', 'sommer', 'helgemat']","['Svin', 'Pølser', 'Middagstips', 'Sommer', 'Helgemat']"
234,7074419c-83d3-17a1-3c34-135ae878769d,Asiatisk laks med mangosalat,"Ovnsbakt laks toppet med chili, ingefær og koriander og teriyakisaus, servert med frisk mango, avokado og byggryn. Sunn fiskemiddag som er en god kilde til kostfiber og protein.","laks, teriyakisaus, rødløk, chili, frisk koriander, ingefær, lime, byggryn, pepper, salt, mango, avocado",,,,"['sunnere', 'middagstips', 'barnevennlig', 'fisk', 'laks', 'hovedrett', 'nye gode vaner', 'hverdagsmeny']","['Sunnere', 'Middagstips', 'Barnevennlig', 'Fisk', 'Laks', 'Hovedrett', 'Nye gode vaner', 'HverdagsMENY']"
235,0e3e8416-bda6-42fa-bf66-c82532d2b468,Kremet fiskegryte med laks,En god og veldig enkel fiskegryte basert på MENYs populære fiskesuppe. Suppen kommer med biter av fersk fisk fra fiskedisken. Her har vi tilsatt ekstra laks og servert med aioli og fersk baguette.,"MENY fiskesuppe, lakseporsjoner, pariser baguette, aioli, frisk dill",,,,"['hovedrett', 'hverdag', 'rask', 'fisk', 'laks', 'steinbit', 'sjømat', 'suppe', 'gryterett', 'middagstips', 'middag under 20 minutter', 'ukensmiddag']","['Hovedrett', 'Hverdag', 'Rask', 'Fisk', 'Laks', 'Steinbit', 'Sjømat', 'Suppe', 'Gryterett', 'Middagstips', 'Middag under 20 minutter', 'UkensMiddag']"
236,001dc642-9950-4ff8-88a0-8b163d1c8183,Loaded veggie nachos,"Oppskrift på klassiske gratinerte nachos, uten kjøtt. Skikkelig digg helgemat, med bønner, gode tomater, avokado og klassisk tacotilbehør!","nacho chips, hermetiske kidneybønner, tacosaus, revet ost, rødløk, avokado, agurk, rødløk, små, gode tomater, frisk koriander, lime, salt, pepper, rømme, tacosaus",,,,[''],[]
237,2b514596-8779-f244-44b7-01ebd34089e5,Hamburger i focaccia med grillet løk og aioli,Visste du at focaccia egner seg godt som hamburgerbrød? Prøv en enkel oppskrift på hamburger i focaccia med grillet løk og aioli.,"hamburgere, rødløk, balsamicoeddik, olivenolje, frisk koriander, focaccia, hjertesalat, aioli, olje til pensling, salt, pepper",,,,"['hverdagsmeny', 'sommer', 'middagstips', 'grill', 'helgemat', 'hovedrett', 'burger', 'storfe', 'barnevennlig']","['HverdagsMENY', 'Sommer', 'Middagstips', 'Grill', 'Helgemat', 'Hovedrett', 'Burger', 'Storfe', 'Barnevennlig']"
238,b0d8ea67-6bf4-4744-bacc-465c654f049e,Tortelliniform med pølse,"Oppskrift på rask og populær pastagrateng med kjøttpølse. Et godt og barnevennlig middagstips som tar under 20 minutter å lage. Her kan du bruke alt av pølser du har liggende, et godt restetips etter barnebursdag eller grilling.","kjøttpølser, tortellini, MENY tomatsaus, revet ost, salt, pepper, rapsolje",,,,[''],[]
239,669f80eb-c653-4cc2-9871-928b0e00d6b8,Bakt søtpotet med vegansk fyll,"Oppskrift på ovnsbakt vegansk søtpotet, fylt med silkemyk rødbethummus, stekt sopp og cherrytomater. Enkel middag perfekt for deg som har lyst på et litt sunnere eller kjøttfritt måltid. Topp gjerne med urter som gressløk eller persille for å gi denne fargerike retten enda mer smak!","søtpoteter, sopp, rødløk, cherrytomater, babyspinat, rødbethummus, rapsolje, salt, pepper",,,,"['Vegansk', 'vegetar', 'vegetarmiddag', 'bakepotet', 'bakt potet', 'søtpotet']",[]
240,82d547d7-0179-496b-ad4f-9f4005e8c1a4,Asparges med sitronhollandaise,"Ferske grønne asparges er et sikkert vårtegn, og med fyldig hollandaisesaus er det en klassiker. Denne oppskriften med sitron-hollandaise kan være en flott forrett eller hvis du bare har lyst på noe godt. Litt spekeskinke eller noen stekte baconbiter er kjempegodt til, men ikke nødvendig.","grønn asparges, smør, eggeplommer, vann, sitronjuice, friske urter, salt, pepper",,,,"['asparges', 'grønnsaker', 'tilbehør', 'småretter', 'forrett', 'koldtbord', 'lunsj', 'helgemat', '17. mai', 'konfirmasjon', 'vår', 'sommer']","['Asparges', 'Grønnsaker', 'Tilbehør', 'Småretter', 'Forrett', 'Koldtbord', 'Lunsj', 'Helgemat', '17. mai', 'Konfirmasjon', 'Vår', 'Sommer']"
241,005bfc15-4640-e627-51d4-63c420d1dc6f,"Gulrotsuppe med chili, appelsin og ingefær","Oppskrift på en varmende og enkel gulrotsuppe med hint av appelsin, chili og ingefær. Denne kremete suppen lages enkelt med rene råvarer og stavmikser. Suppa passer godt som forrett også, med mindre mengde. Se video for steg-for-steg.","gulrøtter, løk, hvitløk, frisk ingefær, rød chili, ferskpresset appelsinjuice, grønnsakskraft, olivenolje, salt, pepper, koriander, creme fraiche",,,,"['grønnsaker', 'hovedrett', 'lunsj', 'forrett', 'suppe', 'vegetar', 'gulrot', 'chili', 'ingefær']","['Grønnsaker', 'Hovedrett', 'Lunsj', 'Forrett', 'Suppe', 'Vegetar', 'Gulrot', 'Chili', 'Ingefær']"
242,3695c791-e350-c56f-6894-1b3529c66c87,Bakt søtpotet med ingefær og gressløksmør,"Ovnsbakt søtpotet er enkelt og veldig godt! Denne kan du fylle med nesten hva du vil, og servere som tilbehør eller hovedrett. Her lager vi enkel søtpotet med hjemmelaget urtesmør. Server gjerne til grillmat.","smør, frisk ingefær, gressløk, søtpoteter",,,,"['grønnsaker', 'søtpotet', 'hovedrett', 'vegetar', 'sunnere']","['Grønnsaker', 'Søtpotet', 'Hovedrett', 'Vegetar', 'Sunnere']"
243,08d59967-7cfc-a946-cce6-948807102d64,Green curry med kylling,"Oppskrift på krydret thairett med kylling, green currypaste, fiskesaus, kokosmelk og god kyllingkraft. Mye av hemmeligheten bak en god thai karrirett ligger i balansen mellom salt, søtt, syrlig og hot.","kyllingfilet, løk, hvitløksfedd, brokkoli, rød paprika, sukkererter, kokosmelk, kyllingkraft, grønn karripasta, thai fiskesaus, lime, frisk koriander, ris",,,,"['sunnere', 'tipssunnere', 'grønnsaker', 'gjester', 'hverdagsmeny', 'streetfood', 'høst', 'middagstips', 'kylling', 'gryterett', 'asiatisk', 'nye gode vaner', 'krydder', 'hovedrett', 'helgemat']","['Sunnere', 'TipsSunnere', 'Grønnsaker', 'Gjester', 'HverdagsMENY', 'StreetFood', 'Høst', 'Middagstips', 'Kylling', 'Gryterett', 'Asiatisk', 'Nye gode vaner', 'Krydder', 'Hovedrett', 'Helgemat']"
244,7b717abe-fbde-ec08-4d19-0a023c1cab54,Italiensk kyllinggryte,"Oppskrift på enkel, italiensk one pot gryte med kylling, risotto, parmesan ost og sopp. Bruker du kyllingkraft får du ekstra god smak. Topp med hakket persille for ekstra god smak.","kyllingfilet, sjampinjong, løk, risottoris, bladpersille, kyllingkraft. eller buljong, parmesan, smør, eplemost, salt, olje til steking, pepper",,,,"['kylling', 'hel kylling', 'jacobs utvalgte', 'gryterett', 'middagstips', 'barnevennlig', 'hjemmelaget', 'hovedrett', 'kyllingfilet']","['Kylling', 'Hel kylling', 'Jacobs Utvalgte', 'Gryterett', 'Middagstips', 'Barnevennlig', 'Hjemmelaget', 'Hovedrett', 'Kyllingfilet']"
245,22fd618c-ea3b-4943-9d66-cb9261d33347,"Bakt søtpotet med mango, avokado og granateple","Bakt søtpotet er enkelt å lage og kan fylles med utrolig mye godt. Prøv denne varianten med frisk mango, avokado og granateple. Skikkelig digg middag!","søtpoteter, smør, mango, granateple, avokado, sitronmelisse, sitron, Grønn & Frisk salattopping",,,,"['søtpotet', 'bakt potet', 'bama']",[]
246,5e15486d-42b7-7be6-848b-ffde189c64ea,Bakt gulrotsalat med druer og nøtter,"Nydelig oppskrift på lun salat med gulrot, druer, nøtter og couscous. Serveres som vegetarrett eller som tilbehør til kjøtt eller fisk.","små, slanke gulrøtter, druer, olivenolje, sukkererter, pekannøtter (eventuelt valnøtter), couscous, rucculasalat, flytende honning, balsamicoeddik, sitron, olivenolje, salt, pepper",,,,"['tilbehør', 'grønnsaker', 'gulrot', 'druer', 'pekannøtter', 'sommer', 'salater', 'vegetar']","['Tilbehør', 'Grønnsaker', 'Gulrot', 'Druer', 'Pekannøtter', 'Sommer', 'Salater', 'Vegetar']"
247,47b784c5-5447-a775-9f1a-87ab10dfe057,Ramen nudelsuppe med kylling,"Nudelsuppe, ramen, er en tradisjonell japansk rett som opprinnelig kommer fra Kina. Det finnes utallige varianter, men i vår ramensuppe er kyllingkraft basen. Kraften har fått selskap av blant annet chili, hvitløk, anis og misopaste, samt kokt egg og frisk koriander på toppen.","store kyllingbryst, salt, pepper, rapsolje, chiliflak, revet limeskall, kyllingkraft, rød chili, hvitløksfedd, stjerneanis, sitrongress, revet, frisk ingefær, soyasaus, sesamolje, limejuice, egg, eggnudler, gulrøtter, vårløk, koriander",,,,"['sunnere', 'hverdagsmeny', 'tipssunnere', 'middagstips', 'nye gode vaner', 'kylling', 'kyllingbryst', 'asiatisk', 'hovedrett', 'kyllingfilet', 'suppe']","['Sunnere', 'HverdagsMENY', 'TipsSunnere', 'Middagstips', 'Nye gode vaner', 'Kylling', 'Kyllingbryst', 'Asiatisk', 'Hovedrett', 'Kyllingfilet', 'Suppe']"
248,9791b021-74db-4f9a-8ce0-eede91c9fd3f,Stekt kylling med blomkålris,"Enkel oppskrift på kyllingfilet, stekt blomkålris, spinat og tzatziki. Friske bær eller frukt som appelsin er også godt tilbehør. Rask middag som hele familien vil like. Se i video  hvordan du lager blomkålris.","kyllingfilet, blomkål, babyspinat, tzatziki, bringebær, rapsolje, salt, pepper",,,,[''],"['Kylling', 'Kyllingbryst', 'Kyllingfilet', 'UkensMiddag', 'Blomkål', 'Spinat', 'Middagstips', 'Sommer', 'Vår']"
249,5466fa08-ec79-d18f-4894-c5a47dd8aaf7,Pasta Bolognese,"Med litt ekstra god tid på kokeplaten blir selv kvernet kjøtt enda litt mørere. Her er en bolognese med gode, modne smaker, akkurat som mange italienske bestemødre har laget den i generasjoner. Bruk gjerne Angus kjøttdeig for ekstra god smak.","kjøttdeig, svinekjøttdeig, tørrsaltet bacon, løk, gulrot, sellerirot, olivenolje, hvitløksfedd, laurbærblader, tørr hvitvin, gode hermetiske tomater, god tomatpuré, vann, frisk oregano, frisk salvie, salt, pepper, litt muskat, pasta",,,,"['hovedrett', 'barnevennlig', 'hverdag', 'middagstips', 'pasta', 'kjøttdeig']","['Hovedrett', 'Barnevennlig', 'Hverdag', 'Middagstips', 'Pasta', 'Kjøttdeig']"
250,3c822f4e-8c7b-49e7-a509-51a6b94cb158,Enchiladas med kylling,"Oppskrift på fristende, gratinert enchilada med saftig kylling, en spicy tomatsaus og masse smeltet ost. Server med gjerne med hjemmelaget guacamole som tilbehør. Denne retten går fort å lage i ovnen og er skikkelig tex-mex kosemat til hverdag og helg. Se video for steg-for-steg.","revet ost, løk, hakkede tomater, tortilla, taco kryddermix, kylling, vårløk, frisk koriander, rømme, guacamole, tacosalsa",,,,[''],"['Tex-Mex', 'Taco', 'Kylling', 'Kyllingfilet', 'Kyllingbryst', 'Hjemmelaget']"
251,eea14320-37f9-69c5-9f28-1d81d4f8bae3,Fullkornswrap med reinskav og cashewnøtter,"Denne oppskriften på wraps med reinsdyr og nøtter ser ikke bare god ut, men smaker himmelsk! En sunn favorittrett som lett kan tas med i hånda, eller pakkes i matboksen.","reinskav, rødløk, hvitløk, frisk basilikum, frisk ingefær, cashewnøtter, fullkornstortilla, minimais, kesam, spirer, vårløk, olje til steking, salt, pepper",,,,"['vilt', 'reinsdyr', 'rask', 'barnevennlig', 'lunsj', 'snacks', 'kveldsmat', 'matpakke', 'sunnere']","['Vilt', 'Reinsdyr', 'Rask', 'Barnevennlig', 'Lunsj', 'Snacks', 'Kveldsmat', 'Matpakke', 'Sunnere']"
252,8910bd5d-ce65-482b-b966-9dbcbee909bf,Laksefilet med ovnsbakte grønnsaker,"Oppskrift med laks, eller ørret, ovnsbakt paprika, løk og squash, servert med gode poteter og grønn pesto. Toppet med frisk appelsin blir dette en veldig god, rask og enkel middag for hele familien på under 20 minutter.","laksefilet, MENY ovnsbakte grønnsaker, MENY ovnsbakte poteter med timian, grønn pesto, appelsin, salt, pepper",,,,"['grønnsaker', 'paprika', 'squash', 'løk', 'middagstips', 'hverdag', 'rask', 'barnevennlig', 'fisk', 'laks', 'middag under 20 minutter', 'sunnere', 'appelsin', 'ukensmiddag']","['Grønnsaker', 'Paprika', 'Squash', 'Løk', 'Middagstips', 'Hverdag', 'Rask', 'Barnevennlig', 'Fisk', 'Laks', 'Middag under 20 minutter', 'Sunnere', 'Appelsin', 'UkensMiddag']"
253,7eb83280-ad2e-4664-9a05-dffd05c04f76,Biffwok med nudler og mango,"Asiatisk wok med strimlet biffkjøtt av storfe og grønnsaker som sprø paprika, søt mango, toppet med granateple og sesamfrø. Vi anbefaler woksaus fra MENY, velg mellom hoisin eller szechuan. Litt sunnere og enkelt middagtips for hele familien.","nudler, strimlet biffkjøtt, olje, rød paprika, mango, vårløk, babyspinat, woksaus, granateplekjerner, sesamfrø",,,,[''],[]
254,67902641-b348-45f2-b8dd-bee9a3070c9e,Klassisk pasta carbonara,"Oppskrift på spaghetti carbonara, en velkjent italiensk klassiker. Sausen består av egg, parmesan, kokevann fra pastaen, pepper og stekt bacon. I Italia brukes ofte ""guanciale"", som ligner på bacon, og pecorino. Se steg for steg i video.","egg, parmesan, grovkvernet sort pepper, bacon, litt salt, tørr spaghetti, av kokevannet",,,,[''],[]
255,d474efc1-a29d-3b9b-1b69-2592780b0807,Røkte kjøttpølser med smørdampede rotgrønnsaker,Oppskrift på pølser med rotgrønnsaker. Superrask og enkel pølserett som alle liker! Perfekt som middag i høst.,"kjøttpølser uten skinn, poteter, gulrøtter, smør, salt, kålrot, pepper",,,,[''],"['HverdagsMENY', 'Rask', 'Middagstips', 'Barnevennlig', 'Pølser', 'Svin']"
256,37192375-033d-690b-1bb1-3f197e318812,"Wok med torsk, kikerter og spinat","Enkel og rask oppskrift på fiskewok med torsk, kikerter, spinat og ramsløksmør.","torskefilet, salt, pepper, hermetiske kikerter, rødløk, rapsolje, kryddersmør, gjerne Jacobs Utvalgte ramsløksmør med flaksalt, frisk spinat",,,,"['sunnere', 'hverdagsmeny', 'rask', 'middagstips', 'fisk', 'torsk', 'asiatisk', 'wok', 'hovedrett']","['Sunnere', 'HverdagsMENY', 'Rask', 'Middagstips', 'Fisk', 'Torsk', 'Asiatisk', 'Wok', 'Hovedrett']"
257,881419df-a260-4bea-bdee-2e4c497e470a,Bali kyllinggryte,"Mange er glade i den barnevennlige kyllinggryten man får kjøpt ferdig i butikk, med ananas og mild saus. Her gir vi deg oppskriften slik at du kan lage denne hjemme på eget kjøkken!","ris, kylling, smør eller olje, gul løk, eple, ananas, rød paprika, hvitløksfedd, karripulver, chiliflak, frisk ingefær, kremfløte, kokosmelk, salt, pepper",,,,[''],[]
258,0e2e6241-54a8-fa88-fef5-5b46c66e2ccf,Pølsegrateng med pasta,"Oppskrift på en av barnas favoritter, ovnsbakt grateng med pølser og pasta. En enkel og god hverdagsmiddag for hele familien. Bruk kjøttpølser eller grillpølser. Denne barnevennlige middagen med makaroni, pølse og pastasaus går fort å lage. Se tips for å gjøre den litt sunnere.","tørr pasta, kjøttpølse uten skinn, pastasaus, løk, revet gulrot, olje, revet ost",,,,"['middagstips', 'barnevennlig', 'pasta', 'hovedrett', 'pølser']","['Middagstips', 'Barnevennlig', 'Pasta', 'Hovedrett', 'Pølser', 'Rask']"
259,c1f87a51-7024-49ee-97ae-cf84d01ee083,Wok med villreker,"Oppskrift på rask, spicy wok med argentinske villreker, ris og szechuan saus. Villreker ligner på scampi, men det er ikke oppdrett, og de lever i det iskalde havet utenfor Argentina.","kokte villreker, rapsolje, wok mix, kokt ris, MENY woksaus, frisk koriander",,,,[''],"['Wok', 'Skalldyr', 'Reker', 'Scampi', 'Middag under 20 minutter', 'UkensMiddag', 'Rask', 'Middagstips']"
260,d66678ae-58b3-619d-b531-6c4769d856f0,Fullkornspasta med kremet grønnkål,Supersunn grønnkål passer utmerket sammen med aromatisk sitrus og saftig kylling. Dette er en pastarett med masse god smak og fylde som hele familien vil elske.,"kyllingfilet, grønnkål, løk, hvitløksfedd, grillede paprika, matfløte, sitron, fullkornspasta, frisk basilikum, parmesan",,,,"['sunnere', 'grønnsaker', 'nye gode vaner', 'pasta', 'hovedrett', 'salater', 'kylling', 'middagstips', 'lunsj', 'barnevennlig', 'grønnkål']","['Sunnere', 'Grønnsaker', 'Nye gode vaner', 'Pasta', 'Hovedrett', 'Salater', 'Kylling', 'Middagstips', 'Lunsj', 'Barnevennlig', 'Grønnkål']"
261,cbf082fa-38b1-4395-b3a7-0a0546333861,Blomkålsuppe med kikerter og grønnkål,"Oppskrift på blomkålsuppe uten hvetemel, med sprøstekt bacon, kikerter og grønnkål. Hjemmelaget blomkålsuppe er enkel og rask hverdagsmat. Servert med krutonger eller godt brød til, blir dette en veldig mettende hverdagsmiddag.","blomkål, fløte, melk, salt, tørrsaltet bacon, kikerter, grønnkål, smør, pepper",,,,[''],[]
262,8854fd00-469c-45ba-8295-c53aae14826f,Stifado,Stifado er en gresk kjøttgryte full av nydelige middelhavssmaker. Om du har vært i Hellas er det store muligheter for at du har fått servert denne tradisjonelle retten. Har du lyst til å lage hjemmelaget stifado er dette en enkel gryterett som nesten lager seg selv. Du kan bruke mange typer kjøtt som f.eks. høyrygg eller oksebog.,"grytekjøtt, olivenolje, hvitløk, løk, hermetiske tomater, knuste, rødvin, rødvinseddik, kanelstang, laurbærblad, pepper, salt, oregano, tørket, sukker",,,,"['hovedrett', 'helgemat', 'høst', 'vinter', 'middagstips', 'søndagsmiddag', 'gjester', 'storfe', 'gryterett', 'konfirmasjon', 'hjemmelaget']","['Hovedrett', 'Helgemat', 'Høst', 'Vinter', 'Middagstips', 'Søndagsmiddag', 'Gjester', 'Storfe', 'Gryterett', 'Konfirmasjon', 'Hjemmelaget']"
263,6173f505-c087-47b2-81bb-b2efcc50f3f0,Nakkekoteletter med byggrynsalat,"Oppskrift på saftige nakkekoteletter av svin, med hoisinsaus og byggrynsalat. En enkel og veldig god hverdagsmiddag 20 minutter. Tilsett gjerne ekstra grønnsaker du har liggende, til salaten.","nakkekoteletter, MENY woksaus hoisin med ingefær, byggrynsalat med pesto, ruccola mix, friske urter",,,,"['hovedrett', 'middagstips', 'rask', 'nakkekoteletter', 'middag under 20 minutter', 'ukensmiddag']","['Hovedrett', 'Middagstips', 'Rask', 'Nakkekoteletter', 'Middag under 20 minutter', 'UkensMiddag']"
264,1fcd4eb3-ff7e-5a65-a1e8-c0db2386dba5,Vegetarlasagne,"Oppskrift på nydelig, kjøttfri lasagne med cherrytomater, spinat og hjemmelaget ostesaus. En av våre mest populære vegetar oppskrifter! Oppskriften passer til en liten ildfast form.","cherrytomater, olivenolje, sjalottløk, hvitløksfedd, fersk spinat, lasagneplater, revet ost, frisk timian, melk, smør, mel, fersk mozzarella, revet ost",,,,"['vegetar', 'middagstips', 'lasagne', 'hovedrett', 'pasta']","['Vegetar', 'Middagstips', 'Lasagne', 'Hovedrett', 'Pasta']"
265,c8b0a3b1-e4f8-467a-a576-637a3a484289,Pasta Alfredo,"Pasta Alfredo er en klassisk pastarett. Sausen Alfredo er en kremet ostesaus fra Italia, som er fyldig og rik på smak med parmesan, pepper og fløte, som opprinnelig ble servert med fettucine pasta.","pasta, vann, salt, hvitløksfedd, smør, fløte, parmesan, bladpersille, salt, pepper",,,,[''],[]
266,1e34e87d-ad37-7d33-00c0-c8a477f360e4,Blomkålsuppe,"Oppskrift på klassisk blomkålsuppe med melk, toppet med sprøstekt bacon. Hjemmelaget blomkålsuppe er enkel og rask hverdagsmat. Server med krutonger i eller godt brød til så blir dette en mettende middag.","blomkål, vann, hønsebuljong, gul løk, helmelk, matfløte, smør, salt, pepper, bacon",,,,"['grønnsaker', 'hovedrett', 'lunsj', 'suppe', 'blomkål', 'rask', 'middagstips']","['Grønnsaker', 'Hovedrett', 'Lunsj', 'Suppe', 'Blomkål', 'Rask', 'Middagstips']"
267,8b798923-df09-694f-e555-279c35b128c9,Kyllinggrateng med grønnsaker,Gratinert kyllingform er en enkel og god middag. I gratengen kan du gjerne ha rester. Topp kylling og grønnsaker med fløte og ost før gratinering. En ovnsrett som nesten lager seg selv!,"kyllingfilet, løk, paprika, hvitløk, fløte, parmesan, tomater, salt, pepper",,,,"['hverdagsmeny', 'middagstips', 'barnevennlig', 'kylling', 'kylling i ovn', 'gryterett', 'hovedrett']","['Middagstips', 'Barnevennlig', 'Kylling', 'Kylling i ovn', 'Gryterett', 'Hovedrett', 'Grønnsaker', 'Hjemmelaget', 'Rask', 'Restemat', 'Hverdag']"
268,019a0933-104e-448c-82e7-d6d8db0ec422,Laks teriyaki med ris,"Ovnsbakt laksefilet med teriyaki-saus blir raskt en ny middagsfavoritt! Server den stekte laksen med avokado, stekt spinat og ris. Dette er en lett og sunnere middag med asiatiske smaker.","laksefilet, ris, spinat, avokado, soyasays, vann, riseddik, sesamolje, sukker, honning, hvitløksfedd, malt ingefær",,,,[''],"['Hovedrett', 'Asiatisk', 'Sunnere', 'Middagstips', 'Hverdag', 'Rask', 'Fisk', 'Laks', 'Ørret', 'Hjemmelaget']"
269,ea24c7c9-ce87-4743-a89f-51c6ca5a2421,Pasta med kjøttboller,"Oppskrift på fersk tagliatelle med kjøttboller, tomatsaus og revet parmesan. Bruk gjerne rå kjøttboller, eller baconboller, av god kvalitet. Du kan også forme kjøttboller av kjøttdeig. En veldig god, rask og enkel familiemiddag som barna vil elske.","kjøttboller, tomatsaus, tagliatelle, revet Grana Padano parmesan, frisk basilikum, rapsolje",,,,"['hovedrett', 'middagstips', 'hverdag', 'barnevennlig', 'pasta', 'tagliatelle', 'spaghetti', 'kjøttdeig', 'rask', 'ukensmiddag', 'middag under 20 minutter']","['Hovedrett', 'Middagstips', 'Hverdag', 'Barnevennlig', 'Pasta', 'Tagliatelle', 'Spaghetti', 'Kjøttdeig', 'Rask', 'UkensMiddag', 'Middag under 20 minutter', 'Barnehagemat']"
270,1715782c-4ad4-49db-8faa-d4ee241a429a,Vegetarburger med hummus,"Prøv vår oppskrift på saftig vegetar burger med chunky hummus. Vi serverer burgeren med grove burgerbrød, ruccola og tomater, men du kan også variere toppingen med det du liker best. Tilbered i panne eller på grill, og du har en rask og veldig god middag!","vegetarburger, rapsolje, grove burgerbrød, hummus, ruccola, cherrytomater",,,,[''],"['Middag under 20 minutter', 'UkensMiddag']"
271,422c93cb-c80c-446a-8649-7c5aca6d4817,Wok med svinekjøtt og nudler,"Oppskrift på en rask og enkel wok til middag, med strimlet svin, grønnkål, nudler og en skikkelig god hoi sin saus. Tilsett gjerne flere strimlede grønnsaker etter smak. Se også video.","strimlet svinekjøtt, rapsolje, grønnkål mix, nudler, MENY hoisin woksaus, sesamfrø",,,,"['hovedrett', 'middagstips', 'rask', 'barnevennlig', 'hverdag', 'svin', 'middag under 20 minutter', 'asiatisk', 'wok', 'ukensmiddag']","['Hovedrett', 'Middagstips', 'Rask', 'Barnevennlig', 'Hverdag', 'Svin', 'Middag under 20 minutter', 'Asiatisk', 'Wok', 'UkensMiddag']"
272,bc87cfc6-f44e-4599-a66c-61db58bc000d,Lun salat med gulrøtter og avokado,"Vegetarsalat med bakte gulrøtter, bønner og avokado, toppet med dressing av honning og til slutt nøtter. Ha gjerne i fetaost eller chevre hvis ønskelig.","gulrøtter, aspargesbønner eller brekkbønner, sukkererter, avokado, hjertesalat, olivenolje, sitronsaft, flytende honning, grovhakkede pistasjnøtter eller mandler, frisk basilikum, spirer, salt, kvernet pepper, fetaost eller chevre",,,,"['vegetar', 'salater', 'sunnere', 'høst', 'hovedrett', 'lunsj', 'nøtter', 'grønnsaker', 'avokado', 'bønner', 'gulrot']","['Vegetar', 'Salater', 'Sunnere', 'Høst', 'Hovedrett', 'Lunsj', 'Nøtter', 'Grønnsaker', 'Avokado', 'Bønner', 'Gulrot']"
273,1715782c-4ad4-49db-8faa-d4ee241a429a,Vegetarburger med hummus,"Prøv vår oppskrift på saftig vegetar burger med chunky hummus. Vi serverer burgeren med grove burgerbrød, ruccola og tomater, men du kan også variere toppingen med det du liker best. Tilbered i panne eller på grill, og du har en rask og veldig god middag!","vegetarburger, rapsolje, grove burgerbrød, hummus, ruccola, cherrytomater",,,,[''],"['Middag under 20 minutter', 'UkensMiddag']"
274,47b784c5-5447-a775-9f1a-87ab10dfe057,Ramen nudelsuppe med kylling,"Nudelsuppe, ramen, er en tradisjonell japansk rett som opprinnelig kommer fra Kina. Det finnes utallige varianter, men i vår ramensuppe er kyllingkraft basen. Kraften har fått selskap av blant annet chili, hvitløk, anis og misopaste, samt kokt egg og frisk koriander på toppen.","store kyllingbryst, salt, pepper, rapsolje, chiliflak, revet limeskall, kyllingkraft, rød chili, hvitløksfedd, stjerneanis, sitrongress, revet, frisk ingefær, soyasaus, sesamolje, limejuice, egg, eggnudler, gulrøtter, vårløk, koriander",,,,"['sunnere', 'hverdagsmeny', 'tipssunnere', 'middagstips', 'nye gode vaner', 'kylling', 'kyllingbryst', 'asiatisk', 'hovedrett', 'kyllingfilet', 'suppe']","['Sunnere', 'HverdagsMENY', 'TipsSunnere', 'Middagstips', 'Nye gode vaner', 'Kylling', 'Kyllingbryst', 'Asiatisk', 'Hovedrett', 'Kyllingfilet', 'Suppe']"
