ID,Title,Description,Ingredients
c696bca8-db5b-4c87-a330-3617e85ca893,Vegetarlasagne med linser,"Oppskrift på smaksrik kjøttfri lasagne laget med linser, bønner og fyldig tomatsaus. Du kan også tilsette rester av grønnsaker, som for eksempel søtpotet, i terninger. Disse bør da være kokt møre på forhånd. Enkel oppskrift uten kjøtt for hele familien, som også kan lages vegansk.","lasagneplater, revet ost"
d5214635-5793-4b8d-9183-6821a0fb93c0,Kremet pasta med krabbe,"Oppskrift på rask og enkel krabbepasta. Krabbekjøttet i et krabbeskjell egner seg godt i kremet pastasaus, og blir en god middag uten mye jobb. Her bruker vi fersk tagliatelle av fullkorn og smaker til med sitron. Like god middag til hverdag som til helg!","krabbeskjell, fersk tagliatelle, MENY kremet pastasaus med bacon, vårløk, sitron"
5c7fa20b-5d61-476c-b676-362a001741ff,Kremet fiskesuppe - MENYs egen,"Fiskesuppen fra MENY er nok Norges mest populære fiskesuppe. Dette er den opprinnelige oppskriften til fiskesuppen til moren til Hans. Hans var med i MENY-Lauget, og moren hans hadde brukt mange år på å finstemme fiskesuppen sin med fisk, skalldyr, masse grønnsaker, chili og god fiskekraft. Vi synes fiskesuppen hennes var så god at vi bestemte oss for å selge den i butikk, slik at hele Norge skulle få smake. Nå kan du velge om du vil kjøpe den ferdig, eller lage den selv.","smør, gul løk, rød paprika, grønn paprika, gulrøtter, fennikel, knust hvitløk, purre, sellerirot, gul karri, chili, smeltet smør til meljevning, hvetemel, fiskekraft, hvitvin, kremfløte, helmelk, crème fraîche, sitronsaft, salt, nykvernet, sort pepper, finhakket gressløk, frisk, finhakket dill"
ace3bd42-e067-4315-8f47-4ceec812d662,Spicy ostepølse med syltet rødløk,"Sterke pølser passer perfekt med de litt søte brioche pølsebrødene! Topp dem med ruccola, BBQ-saus og syltet rødløk. Kjempegod grillmat, og enkel middag.","ostepølse med chili, brioche pølsebrød, ruccula, BBQ saus"
a7307220-fa6e-405a-b5e6-f3b283140bac,Pastasalat med spekeskinke og pesto,"Pastasalat er enkel, rask og veldig god mat. Denne oppskriften med spekeskinke, pesto, tomater og manchego lager du enkelt på kort tid og er proppfull av smak. En rett som passer vel så godt til middag og lunsj som til kvelds.","Jacobs Utvalgte pasta, pesto, spekeskinke, cherrytomater, rødløk, revet manchego, salt, pepper"
67902641-b348-45f2-b8dd-bee9a3070c9e,Klassisk pasta carbonara,"Oppskrift på spaghetti carbonara, en velkjent italiensk klassiker. Sausen består av egg, parmesan, kokevann fra pastaen, pepper og stekt bacon. I Italia brukes ofte ""guanciale"", som ligner på bacon, og pecorino. Se steg for steg i video.","egg, parmesan, grovkvernet sort pepper, bacon, litt salt, tørr spaghetti, av kokevannet"
a2a6c2bf-b6da-462b-aa90-96903a754b21,BBQ cheeseburger med coleslaw,"Oppskrift på saftig Angusburger servert med hjemmelaget coleslaw, gode sauser og smeltet ost - det perfekte måltidet til helgen. Denne burgeren er utrolig smakfull, samtidig som den er enkel å lage. Server gjerne med hjemmelagde fries. Kjøp vår beste burger i ferskvaredisken, og tilbered den gjerne på grill!","angusburgere, brioche burgerbrød, skivet ost, BBQ saus,"
0f91f00e-7ae6-4587-9ac5-0de294d0f2e4,Ovnsbakt middelhavskylling,"Oppskrift på ovnsbakt kylling med oliven, rosmarin og sitron, inspirert av Middelhavet. En enkel og veldig god rett med få ingredienser, som lager seg selv i ovnen. Server gjerne med hjemmebakt, godt brød eller med poteter.","kylling overlår, salt, pepper, olivenolje, hvitløk, rødløk, kyllingkraft, frisk timian, sitronsaft, oliven"
169a812d-3bf7-4188-4d09-641ad76f5529,Saftig lakseburger med coleslaw,"Coleslaw til BBQ burgeren er en amerikansk tradisjon, som også passer godt til lakseburger. Prøv denne saftige og sommerlige oppskriften på lakseburger og coleslaw med eple og pepperrot! Se steg i video.","lakseburger, burgerbrød"
2766c609-19ad-48ec-a677-60c234b0db41,"Bakt søtpotet med fetaost, avokado og soltørket tomat","Denne oppskriften på bakt søtpotet med fetaost, avokado og soltørket tomat er enkel å lage og veldig god! Bak potetene i ovn, eller på grillen. God middag for hele familien!","søtpotet, guacamole, rømme, fetaost, finhakkede urter, gresskarkjerner, soltørket tomat"
b597b742-e9d9-4aa4-b3a6-4572202e8c4b,Kylling red curry,"Enkel oppskrift på kylling red curry. Stekt kylling i strimler blandet med en knallgod currybase som kun skal varmes, med masse smak og akkurat passe chili for deg som liker liker det litt hot. Server gjerne med lunt nan brød og ris.","strimlet kylling, rapsolje, rød paprika, MENY red curry base, ferdig kokt ris, nan brød"
60a35bac-b013-46bc-83d7-edf048c12588,Fiskekake i pita,"Barnevennlig middagstips! Ha fiskekaker i grove biter i fersk pitabrød med revet eple, gulrot og avokado. Lett å like og litt sunnere middag.","syrlig eple, gulrøtter, agurk, sitron, salt, pepper"
bc7b7be8-5486-4ed7-b58d-56774e10e593,Indisk grønnsaksgryte,"Oppskrift på en velsmakende og næringsrik grønnsaksgryte med indiske smaker. Dette er en enkel og kjøttfri gryterett med blomkål, rødløk, brokkoli, poteter, gulrot og ingefær. Server gryteretten med ris eller couscous, naan brus og mango chutney.","gul løk, rødløk, blomkål, brokkoli, små kokefaste poteter, gulrøtter, olivenolje, revet ingefær, tandoori marsala krydder, paprikakrydder, hakkede hermetiske tomater, kokosmelk, chiliflakes, salt, pepper, sitron, frisk koriander"
a7d6fee0-4328-49e4-905e-4d2db097e86f,Frisk salat med appelsindressing,"Oppskrift på frisk salat med appelsin, grønt eple, fennikel og havreris, toppet med gresskarfrø, salat og basilikum. Salaten serveres med bøffelmozzarella og en frisk appelsindressing.","appelsin, grønt eple, fenikkel, havreris, gresskarfrø, feldsalat, frisk basilikum, mozzarella"
cdc4a641-5722-1490-5336-e91be7caafd8,Pai med røkelaks og asparges,"Dette er en smakfull pai hvor vi har kombinert røkelaks og asparges. Paien kan både serveres lun eller kald og passer perfekt som middag, lunsj, til 17.-mai frokosten, konfirmasjonen eller koldtbordet.","hvetemel, sammalt, fin hvete, smør, eggeplomme, kaldt vann"
ae24e4d3-abf5-4458-af34-2f5fe8718d5a,Grillet lakseburger med mangosalsa,"Oppskrift på enkel fiskeburger med laks. En Salmaburger kan gjerne grilles, bare husk å pensle med litt olje og følge godt med, for dette går raskt. Server med ferske burgerbrød, og topp burgeren med en frisk mangosalsa og aioli.","lakseburgere, rapsolje, salt og pepper, grove burgerbrød, mangosalsa, aioli, ruccola"
fbd881ac-e7c0-7f2f-4f94-9c8a473c62f0,Omelettwrap med grillet kylling,"Oppskrift på digg restemat med omelett i tortilla, sterk chilisaus og kylling, og gode asiatiske smaker. Bruk gjerne rester av kylling, eller kjøp varm, nygrillet kylling i butikken. Grønnsakene kan du variere basert på hva du har hjemme.","grillet kylling, egg, soyasaus, olje, gulost, fullkornstortilla"
d4d52ba6-51d8-4d90-9674-90a517f27457,Kremet pastasalat med skinke,"Oppskrift på pastasalat med creme fraiche, skinke, mais og paprika. Passer perfekt på tapas-/koldtbordet, til lunsj, i matpakken eller en lettvint middag. En veldig god, enkel og kremet salat som fint holder seg et par dager i kjøleskapet.","pasta, creme fraiche, majones, sukkererter, strimlet skinke, hermetiske maiskorn, grønne erter, paprika, salt og pepper"
db34b7a3-ef6d-33fd-5d81-549b8940e89a,Kyllingsalat med honningdressing,"Enkel og rask oppskrift på kyllingsalat med nygrillet kylling, gulrøtter, cherrytomater og god vinaigrette med honning. Kyllingsalat er lett, god og litt sunnere mat. Legg gjerne ingrediensene hver for seg på fat eller i skåler, og la hver enkelt blande sin egen favorittsalat!","nygrillet kylling, gulrøtter, cherrytomater, rødløk, blandet salat, salt, pepper"
b4f5c377-750c-4806-884f-25479d278beb,Kylling med blomkålris og appelsin,"Oppskrift på ovnsbakt kylling med blomkålris, appelsin, sukkererter og søte, små tomater. Se video for hvordan lage hjemmelaget blomkålris.","kyllingfilet, blomkål, sukkererter, små tomater, appelsin, olivenolje, salt, pepper"
8bfcd497-cdde-4067-8276-a3f24effa277,Enkel butter chicken,"Oppskrift på enkel, mild butter chicken med kokt ris og mykt naan brød. Butter chicken er en mild indisk saus, med blant annet fløte, garam masala, koriander og kardemomme. Middagstips på under 20 minutter.","kyllingfilet, olje, butter chicken base, kokt ris, naan brød, frisk koriander"
14049de0-c3d3-4d94-9b21-9d9de799f226,Fiskeburger med tzatziki og eple,"Oppskrift på enkel fiskeburger med fiskekake, syrlig eple og tzatziki. Server til lunsj eller middag med grove burgerbrød. Her kan du velge den fiskeburgeren du liker best, men denne uken anbefaler vi klippfiskburger. Litt sunnere middag på under 20 minutter, for hele familien.","fiskeburger, rapsolje, grove burgerbrød, tzatziki, eple, hjertesalat"
0ab4a05a-18a9-4683-b73d-db7d82da4be6,Laks i folie med ramsløksmør,"Oppskrift på laks i folie, en veldig enkel måte å tilberede en enkel og smakfull middag. Med alt i en pakke kan den varmes på grillen, i ovnen eller til og med på bålet om du skal ut på tur. Dette er også en rett som gjør det litt mer spennende for barn å spise fisk.","laksefilet uten skinn og ben, ramsløksmør, MENYs ovnsbakte poteter, MENYs ovnsbakte grønnsaker, sitron, frisk dill"
04c3a16e-e39c-44ac-9fdd-3b2d710b53b7,Laks i form med creme fraiche og appelsin,"Ovnsbakt laks i kremet saus med smak av sweet chili og honning, med appelsin, grønnkål og poteter. En veldig god lakserett som kanskje passer ekstra godt til påske eller sommeren. Granateplekjerner og frisk koriander på toppen gjør at denne middagen også vil imponere gjester.","laksefilet uten skinn og ben, salt, pepper, creme fraiche, fløte, soyasaus, sweet chili, flytende honning, appelsiner, grønnkål mix, MENY ovnsbakte poteter, granateple, kun frøene, frisk koriander"
9dfec416-a056-4f9b-9085-002690354dc2,Helstekt svinefilet,"Lurer du på hvordan du steker eller griller hel svinefilet? Vi viser deg steg for steg, i oppskrift og i video. I tillegg får du tips til godt tilbehør.","hel indrefilet av svin, rapsolje, smør, friske urter, hvitløksfedd"
e23744df-1331-4862-8330-e93b8fdbdfdf,"Klassisk Angusburger med cheddar, bacon og sprøstekt løk","Oppskrift med vår beste burger, Angusburgeren, toppet med klassiske smaker som god cheddar, sennep, bacon og fritert løk. Vi kaller den ""The Perfect bite"". En fyldig og god burger som er perfekt å grille om sommeren. Litt Rørosrømme er også godt på denne burgeren.","angusburgere, Brioche burgerbrød, hjertesalat, bifftomat, cheddar,, tørrsaltet bacon, American yellow mustard"
7f6bfbc6-4145-878d-210e-bdade152010b,Grillspyd med svin og grønnsaker,"Grønnsaksspyd med svinefilet er lett og sunn sommermat. Grillspyd er både godt og enkelt å legge på grillen. Kutt jevne biter av squash, paprika, løk og svinefilet og tre på et grillspyd, og ha så på deilig marinade før det grilles.","svinefilet, squash, rødløk, rød paprika, gul paprika, rapsolje, rød chili, sitron, rosmarin, salt, pepper"
fcf79073-3d02-e0e2-3f87-ef5964f44d65,Laksefilet med søtpotetmos og brokkolisalat,"Ørret og laks er enkelt og raskt å lage. Sammen med MENYs egen brokkolisalat, Jacobs Utvalgte ramsløksmør og søtpotetmos har du et knallgodt middagstips til hverdagen. Søtpotetmos kan du lage fra bunnen, eller kjøpe ferdig hos MENY. Se egen oppskrift.","laksefilet, urtesmør med ramsløk, brokkolisalat, potetmos med søtpotet, salt, pepper, granateplekjerner"
dafedaad-9c9f-dd72-991e-1751187aa5e9,Pastasalat med tomat og basilikum,"Pastasalat er enkelt og godt tilbehør som kan lages hjemme i en fei, og passer til grillmat, koldtbord eller i matpakka. Denne sommerlige pastasalaten er enkel å lage med fetaost, grønn pesto og tomat. Ha gjerne i kylling, bacon og oliven også.","pastaskruer, cherrytomat, grønn pesto, feldsalat, basilikum, fetaost, sort pepper"
a220a04a-c211-461d-bad8-d73ed2d29ea3,Baked feta pasta,"Oppskrift på TikTok trenden ""Baked feta pasta"", en enkel pasta med saus av ovnsbakt fetaost og tomater. Retten er enkel med få ingredienser og mye smak.  Fetaost, tomater, olivenolje og urter ovnsbakes, og  blandes så med kokt pasta.","små, søte tomater, fetaost, hvitløk, olivenolje, salt, malt sort pepper, tørket oregano, revet sitronskall, frisk basilikum"
e2fde9b9-4d27-493f-9266-d03879c4298d,Quesadillas med kylling,"Oppskrift på verdens beste og enkle quesadilla med kylling, smeltet ost og tacokrydder. Dette er en av barnas favoritter, og et godt alternativ til klassisk taco på fredag. Du kan også bytte ut kyllingfilet med kyllingkjøttdeig. Passer perfekt å lage på fredager eller en travel hverdag.","kyllingfilet, tacokrydder, olje til steking, vårløk, ost, tortillas"
15b78ab1-3c40-49e3-8090-a51a138fffe1,Sprø tofu wrap,"Oppskrift på sprø og digg wrap med tofu, friske grønnsaker og en spicy, asiatisk marinade. Perfekt på kjøttfri mandag, eller som et vegetar alternativ til taco på fredag. Sprø tofu pinner kan også serveres med bao buns.","fast tofu, kikertemel, rapsolje, hjertesalat, tomater, paprika, avokado, tortillas"
1dd265fa-d7d0-408f-9ab3-bcf42d66211d,Blomkålsalat med syrlig dressing,"Oppskrift på en skikkelig digg salat fra [MENYs egen vegetarentusiast, Hanne-Lene](/tema/vegetar/hanne-lene). Med smaksrik, krydret blomkål, sprø kikerter og hjemmelaget dressing er dette et godt alternativ  til den klassiske Cæsarsalaten. Hanne-Lene kaller den Kleopatrasalat.","kikerter, olje, salt, olivenolje, kyllingkrydder, røkt paprikapulver, kajennepepper, blomkål, salat, granateple"
e4309f77-5daa-47c2-94d4-3977d5b0a860,"Poke bowl med laks, mango og granateple","Oppskrift på poke bowl med rå lakseloin, superris, mango, granateple, sukkererter og råkost. En frisk og sunn middag med masse smak og vakre farger. Se video for steg-for-steg.","ris, lakseloin, soyasaus, limesaft, sesamfrø, mango, granateple, råkost mix, sukkererter"
a8f94412-99b8-4b5b-8db5-7fcbc65ea573,Ceviche med laks og mango,"Oppskrift på frisk og syrlig ceviche med lakseloin, frukt, chili. Ceviche er fisk marinert, eller kokt, i syre. Her har vi brukt eple- og mangojuice og lime. Server gjerne som forrett eller lett middag.","laksesloin, mango, eple, avokado, vårløk, frisk koriander, grønn chili"
8bec3976-7837-420d-b94f-d078b2ac6ae3,Klassisk risotto,"Slik lager du klassisk italiensk risotto, med risottoris, kraft, hvitvin og revet parmesan. Se video for steg for steg.","risottoris, olivenolje, gul løk, hvitvin, kyllingkraft, smør, parmesan, salt, pepper"
fb0e91af-5917-2bf4-3d7d-268589002cd9,Pastasalat med pesto og fetaost,"Enkel og rask oppskrift på pastasalat til grillmat og koldtbordet. Tilsett gjerne kylling, bacon, små brokkolibuketter, cherrytomater og oliven. En sommerlig pastasalat med pesto og fetaost som alle vil like!","pastaskruer, grønn pesto, salat, fetaost, sort pepper etter smak"
53b2bcba-deff-7cbf-eab2-c03b122eae76,Kyllingpai med mozzarella,"Her er en oppskrift på en pai med kylling, squash, persille, gressløk, mozzarella og kremfløte. Lag din egen paibunn eller spar mye tid ved å bruke ferdig. Server med en frisk blandet salat. Denne paien passer både som middag til 4 personer eller som forrett til 6 personer.","paideig, kylling, mozzarella, grønn squash, olivenolje, hakket persille, hakket gressløk, salt, pepper, egg, kremfløte, revet ost, frisk blandet salat"
c4c8310a-af96-4ff9-a667-fd4c2bcf0e51,Fiskeburger med røkelaks og rødløk,"Enkel og rask fiskeburger med god røkelaks og sprø rødløk. Vi serverer med enkel, hjemmelaget saus av creme fraiche og sitron.","grove fiskeburgere, rapsolje, grove burgerbrød, creme fraiche, røkelaks, dill, sitronsaft, salt, pepper, rødløk, romano mix"
cee36729-afa2-4ccd-9e8d-2fb5afc9aea0,Green curry med villreker,"Enkel, rask og god oppskrift på asiatisk green curry gryte med villreker. En enkel gryterett med gode smaker er fint som middag både til hverdag og helg.","aspargesbønner, løk, paprika, brokkoli, rød chili, rapsolje, kokosmelk, grønn curry paste, store villreker"
46650eeb-209d-81a3-43c7-1d06a9a640c6,Glaserte asparges med grillet laks og urte-hollandaise,"Glaserte hvite asparges med urte-hollandaise og grillet laks er en rett som oser av sommer og sol. Aspargesen får en glinsende frisk og sødmefull overflate etter glaseringen, i tillegg til å være akkurat passe kokt. I sausen er det både gressløk, kjørvel og estragon, men prøv deg gjerne frem med andre urter som persille, timian eller rosmarin. Pass på at laksen får en saftig «rosa» kjerne, eller erstatt laksen med en god skje ørretrogn for litt ekstra luksus.","smør, eggeplommer, vann, saft av sitron, gressløk, kjørvel, estragon"
11eddc46-192d-40ca-b411-8c9e1cf9269a,Grillet vårløk med potetkrem og surdeigsbrød,"Oppskrift på lett vegetarrett med vårløk og kremet potetmos. Når vårløk grilles får smaken en helt ny karakter, og blir søtlig og ekstra god. Vi serverer den med myk potetkrem, laget med eggeplomme, sennep og eddik og godt brød.","melne poteter, smør, eggeplomme, Dijon sennep, eddik, dill, kruspersille, salt"
8143182a-e0bf-95ed-3255-919c1d1764fc,Saftig grønnkålpai,"Enkel og god pai med creme fraiche, grønnkål og hvitløk. Like god som egen middag og som del av et større koldtbord. Pai kan spises varm og kald, og er like god neste dag.","smør, mel, vann"
1dbb6c92-ea5f-4b42-a736-0f6aab9b8bac,Laksefilet med couscous,"Laks med couscous er en populær middag. Ovnsbakt laks servert  med en sunn couscoussalat, avokado og fetaost. Dette blir en god middagsrett full av spennende smaker som lages raskt.","laksefilet, MENY Hoisin woksaus, couscous, kokende vann, Apetina snack fetaost med soltørket tomat, avokado"
019a0933-104e-448c-82e7-d6d8db0ec422,Laks teriyaki med ris,"Ovnsbakt laksefilet med teriyaki-saus blir raskt en ny middagsfavoritt! Server den stekte laksen med avokado, stekt spinat og ris. Dette er en lett og sunnere middag med asiatiske smaker.","laksefilet, ris, spinat, avokado"
0e2e6241-54a8-fa88-fef5-5b46c66e2ccf,Pølsegrateng med pasta,"Oppskrift på en av barnas favoritter, ovnsbakt grateng med pølser og pasta. En enkel og god hverdagsmiddag for hele familien. Bruk kjøttpølser eller grillpølser. Denne barnevennlige middagen med makaroni, pølse og pastasaus går fort å lage. Se tips for å gjøre den litt sunnere.","tørr pasta, kjøttpølse uten skinn, pastasaus, løk, revet gulrot, olje, revet ost"
d37f45ea-acb2-4672-b54b-ce41aaad6bb7,Sushivaffel,"Vi har testet den virale trenden sushivaffel. Du finner den også under Sushi Waffles, og Crispy Rice Waffles på TikTok. Dette tipset fungerer aller best om du bruker sushiris, så har du rester fra sushi i går, kan dette være den perfekte lunsj neste dag. Vi topper med laks, avokado, syltet rødløk og chilimajo.","ferdig kokt sushiris, rå lakseloin, liten avokado, vårløk, syltet rødløk, chilimajones"
8ea6d30c-1236-4f26-932f-f02cc42f3c20,Lakseburger med syltet rødløk,"Oppskrift på salmaburger med chilimajones og syltet rødløk, en nydelig kombo. Fiskeburger i ferske, grove burgerbrød utgjør en rask, god og litt sunnere hverdagsmiddag på under 20 minutter. Du kan gjerne grille burgerne!","salmaburger, salt, pepper, grove hamburgerbrød"
5e0a039a-85dc-4f8d-aa37-06364e46d4ce,Kylling fajitas,"Oppskrift på enkel og rask fajitas med kylling, paprika, rødløk og guacamole. En spennende Tex-Mex med tacokrydder rett servert med kjempegodt tilbehør. Topp med frisk koriander! Du kan også bytte ut kyllingen med strimlede biter av biff.","kyllingfilet, olje, paprika, rødløk, tacokrydder, soyasaus, vann, lime, appelsin, guacamole, store tacolefser"
a2dbe56f-a393-3c7e-133a-d4b7ed4af0a7,Tortellini med kylling og pesto,"Pasta med kylling, grønn pesto og parmesan utgjør en knallgod hverdagsmiddag på under 20 minutter. Del gjerne kyllingfilet på langs for kortere steketid, eller bruk strimlet kylling. Alle varianter av pastaputer kan brukes, som tortelloni eller ravioli.","tortellini, pesto, kyllingfilet, parmesan, revet, ristede pinjekjerner"
e8a56586-7813-5ee5-d4e6-d315b9fc6179,Helstekt kylling med ovnsbakte rotgrønnsaker,"Høstens rotgrønnsaker smaker utmerket ovnsbakt, som tilbehør til helstekt kylling. Denne oppskriften er enkel og en sikker vinner for hele familien.","hel kylling, salt, pepper"
c2577f27-50c5-03b9-8450-1315062dd8c9,Angusburger med blåmuggost,"Har du lyst på en skikkelig god, klassisk hamburger med godt tilbehør? Prøv vår oppskrift på saftig angusburger, toppet med blåmuggost, bacon, frisk salat, karamellisert løk, sylteagurk, bifftomat og ketchup. Server gjerne cheeseburgeren med fries!","angusburgere, hamburgerbrød, crispisalat, tomat, bacon, blåmuggost, sylteagurk"
ac840275-4756-4b31-b855-6884eed57609,Smash burger,"Oppskrift på den nye trendburgeren ""Smash burger"". En trend basert på raske burgere som er populære på American Diners og som du kanskje har fanget opp på TikTok eller YouTube. Tanken er at ved å mose hamburgere flate i pannen vil de bli raskere stekt, og du får en saftig, tynn burger på kort tid. Stek gjerne to, og legg ost i midten som da vil smelte. Server med klassisk tilbehør og fries.","kjøttdeig, salt, pepper, cheddar"
3af39934-3bed-4b48-9b6f-bb6e4c4cb384,Kremet pasta med kylling,"Oppskrift på enkel pastarett med kremet, fyldig saus, sopp og saftige kyllingbiter. Dette er rask hverdagsmiddag, som lages enkelt og virkelig er hverdagsluksus. Dryss gjerne parmesan over før servering.","tagliatelle, kylling, sopp, finhakket bladpersille"
b0d8ea67-6bf4-4744-bacc-465c654f049e,Tortelliniform med pølse,"Oppskrift på rask og populær pastagrateng med kjøttpølse. Et godt og barnevennlig middagstips som tar under 20 minutter å lage. Her kan du bruke alt av pølser du har liggende, et godt restetips etter barnebursdag eller grilling.","kjøttpølser, tortellini, MENY tomatsaus, revet ost, salt, pepper, rapsolje"
14049de0-c3d3-4d94-9b21-9d9de799f226,Fiskeburger med tzatziki og eple,"Oppskrift på enkel fiskeburger med fiskekake, syrlig eple og tzatziki. Server til lunsj eller middag med grove burgerbrød. Her kan du velge den fiskeburgeren du liker best, men denne uken anbefaler vi klippfiskburger. Litt sunnere middag på under 20 minutter, for hele familien.","fiskeburger, rapsolje, grove burgerbrød, tzatziki, eple, hjertesalat"
81a39612-4080-4996-a2f3-cd80c53ab426,Enkel kylling Gong Bao,"Gong Bao er en klassisk kinesisk rett fra Szechuan provinsen. Den består av kylling i terninger, i en klissete søt, salt og syrlig saus, servert med ris og sprø peanøtter. Vi har laget en litt forenkelt oppskrift, med masse god smak!","kyllingbryst, rapsolje, ingefær, hvitløksfedd, ketjap manis, soyasaus, maizena, brunt sukker, riseddik, kyllingkraft, Sriracha saus, chiliflak, vårløk, peanøtter, lime"
fcf79073-3d02-e0e2-3f87-ef5964f44d65,Laksefilet med søtpotetmos og brokkolisalat,"Ørret og laks er enkelt og raskt å lage. Sammen med MENYs egen brokkolisalat, Jacobs Utvalgte ramsløksmør og søtpotetmos har du et knallgodt middagstips til hverdagen. Søtpotetmos kan du lage fra bunnen, eller kjøpe ferdig hos MENY. Se egen oppskrift.","laksefilet, urtesmør med ramsløk, brokkolisalat, potetmos med søtpotet, salt, pepper, granateplekjerner"
b4f5c377-750c-4806-884f-25479d278beb,Kylling med blomkålris og appelsin,"Oppskrift på ovnsbakt kylling med blomkålris, appelsin, sukkererter og søte, små tomater. Se video for hvordan lage hjemmelaget blomkålris.","kyllingfilet, blomkål, sukkererter, små tomater, appelsin, olivenolje, salt, pepper"
42793a74-aa97-4ac9-b4ce-39396be912f2,Grønnsakssuppe med pølse,Oppskrift på varmende grønnsakssuppe med pølse. Bruk høstens gode grønnsaker sammen med kjøttpølse i biter og buljong. Denne suppen med rotgrønnsaker er veldig enkel å lage og god på smak. Server gjerne med nystekte rundstykker.,"gulrøtter, kålrot, mellomstore poteter, persillerot, purre, kål, kjøtt- eller grønnsaksbuljong, kjøttpølser, blader grønnkål, salt, kvernet pepper, revet pepperrot"
2801bff6-7e75-4437-80e1-fb19c868ee01,Philly cheese steak med biff,"Oppskrift på Philly cheese steak med saftige biffstrimler. I denne oppskriften bruker vi Angus biffsnadder, som du får kjøpt ferdig på Meny. Topp baguetten med paprika, revet ost, og sennepsmajones, for et raskt og utrolig godt måltid. Server som digg lunsj eller middag.","paprika, Angus biffsnadder, olje, brioche baguetter, sennepsmajones, revet ost"
b9539e25-1acd-460b-88a8-9966578695f6,Pasta med avokadokrem,"Oppskrift på kremet pasta med avokado. Her har vi laget en slags avokadopesto av myk avokado, parmesan, hvitløk, olivenolje og sitron. En litt sunnere, og kjempegod middag uten kjøtt!","avokado, hvitløksfedd, parmesan, ristede pinjekjerner, god olivenolje, sitronsaft, salt, pepper"
7d9a6e4e-9d34-4715-bf08-5b65f709d664,Klassisk minestronesuppe,"Oppskrift på italiensk minestronesuppe, med gode hermetiske tomater, chorizo og pasta. Et godt middagstips for hele familien! Server gjerne med nystekte rundstykker.","rødløk, hvitløk, stangselleri, gulrøtter, chili, olivenolje, chorizo, hakkede tomater, grønnsakskraft, hvite bønner, purre, pasta, oregano, salt, pepper"
7c8a23cf-afff-431b-b847-7ca22c97254b,Lakseburger med mango,"Oppskrift på saftig lakseburger med kuttet mango og guacamole. Burgeren trenger kun få minutter i stekepannen, så denne familievennlige middagen er klar på kort tid. Guacamole kan du kjøpe ferdig, eller lage selv. [Se egen oppskrift her.](/oppskrifter/Sauser-og-dressinger/Dipper/Hjemmelaget-guacamole/)","salmaburger, salt, pepper, rapsolje, burgerbrød, guacamole, mango, rødløk"
a476fddb-1fb9-4de5-a23d-cf6492cd020f,Ovnsbakt kyllingfilet med appelsinsaus,"Oppskrift på enkel og kjempegod middag med saftig kylling, fennikel, småpoteter og MENYs egen saus med appelsin. Middagstips med mye god smak, ferdig på under 20 minutter. Del gjerne kyllingfileten i to for ekstra rask middag.","kyllingfilet, rapsolje, fennikel, MENY saltkokte poteter, MENY kremet appelsinsaus, salt, pepper, frisk estragon"
b597b742-e9d9-4aa4-b3a6-4572202e8c4b,Kylling red curry,"Enkel oppskrift på kylling red curry. Stekt kylling i strimler blandet med en knallgod currybase som kun skal varmes, med masse smak og akkurat passe chili for deg som liker liker det litt hot. Server gjerne med lunt nan brød og ris.","strimlet kylling, rapsolje, rød paprika, MENY red curry base, ferdig kokt ris, nan brød"
8910bd5d-ce65-482b-b966-9dbcbee909bf,Laksefilet med ovnsbakte grønnsaker,"Oppskrift med laks, eller ørret, ovnsbakt paprika, løk og squash, servert med gode poteter og grønn pesto. Toppet med frisk appelsin blir dette en veldig god, rask og enkel middag for hele familien på under 20 minutter.","laksefilet, MENY ovnsbakte grønnsaker, MENY ovnsbakte poteter med timian, grønn pesto, appelsin, salt, pepper"
cbf082fa-38b1-4395-b3a7-0a0546333861,Blomkålsuppe med kikerter og grønnkål,"Oppskrift på blomkålsuppe uten hvetemel, med sprøstekt bacon, kikerter og grønnkål. Hjemmelaget blomkålsuppe er enkel og rask hverdagsmat. Servert med krutonger eller godt brød til, blir dette en veldig mettende hverdagsmiddag.","blomkål, fløte, melk, salt"
1d5c77e4-630b-47c0-ba54-3174fd0503d0,Lakseburger med tzatziki,"Oppskrift på enkel fiskeburger med gresk tzatziki. Saftig lakseburger stekt i panne, serveres med tzatziki og ruccola i grove, ferske burgerbrød. Rask, enkel og veldig god middag for hele familien. Lakseburger kan erstattes med laksefilet eller en grov fiskekake.","lakseburger, grove hamburgerbrød, ruccola salat, tzatziki, rødløk, rapsolje, salt, pepper"
2332ef23-62a7-4195-0e66-24c7e5fd96d1,Kyllinggryte med fløte og grønnsaker,En rask og enkel kyllinggryte oppskrift. Krydderet fra grillkyllingen gir denne raske hverdagsretten en deilig saus. Retten kan godt toppes med litt ost og gratineres i ovnen.,"grillet kylling, paprika, kremfløte, hele tomater, brokkoli"
ecb762ec-a0db-4fa2-b15e-c6e9380a0be5,Asiatiske bao buns,"Oppskrift på superenkle bao buns med asiatisk smak! Her kan du variere innholdet basert på hva du allerede har i kjøleskapet. Denne oppskriften fra [MENYs vegetarentusiast, Hanne-Lene](/tema/vegetar/hanne-lene), blir garantert en ny favoritt!",bao buns
