id,title,description,ingredients,year,week,week_day,keywords,tags
fbd881ac-e7c0-7f2f-4f94-9c8a473c62f0,Omelettwrap med grillet kylling,"Oppskrift på digg restemat med omelett i tortilla, sterk chilisaus og kylling, og gode asiatiske smaker. Bruk gjerne rester av kylling, eller kjøp varm, nygrillet kylling i butikken. Grønnsakene kan du variere basert på hva du har hjemme.","grillet kylling, egg, soyasaus, olje, gulost, fullkornstortilla, chilisaus, sesamfrø, sesamolje, salatblad, vårløk, avokado, peanøtter",,,,"['egg', 'barnevennlig', 'middagstips', 'matpakke', 'lunsj', 'kylling', 'kyllinglår']","['Egg', 'Barnevennlig', 'Middagstips', 'Matpakke', 'Lunsj', 'Kylling', 'Kyllinglår']"
d4d52ba6-51d8-4d90-9674-90a517f27457,Kremet pastasalat med skinke,"Oppskrift på pastasalat med creme fraiche, skinke, mais og paprika. Passer perfekt på tapas-/koldtbordet, til lunsj, i matpakken eller en lettvint middag. En veldig god, enkel og kremet salat som fint holder seg et par dager i kjøleskapet.","pasta, creme fraiche, majones, sukkererter, strimlet skinke, hermetiske maiskorn, grønne erter, paprika, salt og pepper",,,,[''],[]
db34b7a3-ef6d-33fd-5d81-549b8940e89a,Kyllingsalat med honningdressing,"Enkel og rask oppskrift på kyllingsalat med nygrillet kylling, gulrøtter, cherrytomater og god vinaigrette med honning. Kyllingsalat er lett, god og litt sunnere mat. Legg gjerne ingrediensene hver for seg på fat eller i skåler, og la hver enkelt blande sin egen favorittsalat!","nygrillet kylling, gulrøtter, cherrytomater, rødløk, blandet salat, salt, pepper, sennep, olivenolje, honning, finhakket timian",,,,"['sunnere', 'hverdagsmeny', 'tipssunnere', 'barnevennlig', 'middagstips', 'dressing', 'lunsj', 'hovedrett', 'salater', 'kylling', 'hverdag', 'rask']","['Sunnere', 'HverdagsMENY', 'TipsSunnere', 'Barnevennlig', 'Middagstips', 'Dressing', 'Lunsj', 'Hovedrett', 'Salater', 'Kylling', 'Hverdag', 'Rask']"
b4f5c377-750c-4806-884f-25479d278beb,Kylling med blomkålris og appelsin,"Oppskrift på ovnsbakt kylling med blomkålris, appelsin, sukkererter og søte, små tomater. Se video for hvordan lage hjemmelaget blomkålris.","kyllingfilet, blomkål, sukkererter, små tomater, appelsin, olivenolje, salt, pepper",,,,[''],"['Kylling', 'Kyllingbryst', 'Kyllingfilet', 'Middagstips', 'Blomkål']"
8bfcd497-cdde-4067-8276-a3f24effa277,Enkel butter chicken,"Oppskrift på enkel, mild butter chicken med kokt ris og mykt naan brød. Butter chicken er en mild indisk saus, med blant annet fløte, garam masala, koriander og kardemomme. Middagstips på under 20 minutter.","kyllingfilet, olje, butter chicken base, kokt ris, naan brød, frisk koriander",,,,"['indisk', 'kylling', 'curry']",[]
14049de0-c3d3-4d94-9b21-9d9de799f226,Fiskeburger med tzatziki og eple,"Oppskrift på enkel fiskeburger med fiskekake, syrlig eple og tzatziki. Server til lunsj eller middag med grove burgerbrød. Her kan du velge den fiskeburgeren du liker best, men denne uken anbefaler vi klippfiskburger. Litt sunnere middag på under 20 minutter, for hele familien.","fiskeburger, rapsolje, grove burgerbrød, tzatziki, eple, hjertesalat",,,,[''],"['Fisk', 'Middagstips', 'Barnevennlig', 'Nye gode vaner', 'Sjømat', 'Sunnere', 'Hovedrett', 'Burger']"
0ab4a05a-18a9-4683-b73d-db7d82da4be6,Laks i folie med ramsløksmør,"Oppskrift på laks i folie, en veldig enkel måte å tilberede en enkel og smakfull middag. Med alt i en pakke kan den varmes på grillen, i ovnen eller til og med på bålet om du skal ut på tur. Dette er også en rett som gjør det litt mer spennende for barn å spise fisk.","laksefilet uten skinn og ben, ramsløksmør, MENYs ovnsbakte poteter, MENYs ovnsbakte grønnsaker, sitron, frisk dill",,,,"['hovedrett', 'vår', 'sommer', 'hverdag', 'rask', 'barnevennlig', 'laks', 'sunnere', 'dill', 'grill', 'fisk', 'middagstips']","['Hovedrett', 'Vår', 'Sommer', 'Hverdag', 'Rask', 'Barnevennlig', 'Laks', 'Sunnere', 'Dill', 'Grill', 'Fisk', 'Middagstips']"
04c3a16e-e39c-44ac-9fdd-3b2d710b53b7,Laks i form med creme fraiche og appelsin,"Ovnsbakt laks i kremet saus med smak av sweet chili og honning, med appelsin, grønnkål og poteter. En veldig god lakserett som kanskje passer ekstra godt til påske eller sommeren. Granateplekjerner og frisk koriander på toppen gjør at denne middagen også vil imponere gjester.","laksefilet uten skinn og ben, salt, pepper, creme fraiche, fløte, soyasaus, sweet chili, flytende honning, appelsiner, grønnkål mix, MENY ovnsbakte poteter, granateple, kun frøene, frisk koriander",,,,"['grønnsaker', 'potet', 'grønnkål', 'granateple', 'appelsin', 'middagstips', 'hverdag', 'rask', 'gjester', 'barnevennlig', 'fisk', 'laks', 'sjømat']","['Grønnsaker', 'Potet', 'Grønnkål', 'Granateple', 'Appelsin', 'Middagstips', 'Hverdag', 'Rask', 'Gjester', 'Barnevennlig', 'Fisk', 'Laks', 'Sjømat']"
9dfec416-a056-4f9b-9085-002690354dc2,Helstekt svinefilet,"Lurer du på hvordan du steker eller griller hel svinefilet? Vi viser deg steg for steg, i oppskrift og i video. I tillegg får du tips til godt tilbehør.","hel indrefilet av svin, rapsolje, smør, friske urter, hvitløksfedd, potetmos med søtpoter, babyspinat, rødløk, appelsin",,,,[''],[]
e23744df-1331-4862-8330-e93b8fdbdfdf,"Klassisk Angusburger med cheddar, bacon og sprøstekt løk","Oppskrift med vår beste burger, Angusburgeren, toppet med klassiske smaker som god cheddar, sennep, bacon og fritert løk. Vi kaller den ""The Perfect bite"". En fyldig og god burger som er perfekt å grille om sommeren. Litt Rørosrømme er også godt på denne burgeren.","angusburgere, Brioche burgerbrød, hjertesalat, bifftomat, cheddar,, tørrsaltet bacon, American yellow mustard, sjalottløk, solsikkeolje, hvetemel, salt",,,,[''],"['Middagstips', 'Sommer', 'Hovedrett', 'Burger', 'Hverdag', 'Gjester', 'Karbonadedeig', 'Kjøttdeig', 'Hjemmelaget']"
7f6bfbc6-4145-878d-210e-bdade152010b,Grillspyd med svin og grønnsaker,"Grønnsaksspyd med svinefilet er lett og sunn sommermat. Grillspyd er både godt og enkelt å legge på grillen. Kutt jevne biter av squash, paprika, løk og svinefilet og tre på et grillspyd, og ha så på deilig marinade før det grilles.","svinefilet, squash, rødløk, rød paprika, gul paprika, rapsolje, rød chili, sitron, rosmarin, salt, pepper",,,,"['svin', 'indrefilet av svin', 'grill', 'sommer', 'småretter', 'middagstips', 'rask', 'barnevennlig', 'tapas']","['Svin', 'Indrefilet av svin', 'Grill', 'Sommer', 'Småretter', 'Middagstips', 'Rask', 'Barnevennlig', 'Tapas']"
fcf79073-3d02-e0e2-3f87-ef5964f44d65,Laksefilet med søtpotetmos og brokkolisalat,"Ørret og laks er enkelt og raskt å lage. Sammen med MENYs egen brokkolisalat, Jacobs Utvalgte ramsløksmør og søtpotetmos har du et knallgodt middagstips til hverdagen. Søtpotetmos kan du lage fra bunnen, eller kjøpe ferdig hos MENY. Se egen oppskrift.","laksefilet, urtesmør med ramsløk, brokkolisalat, potetmos med søtpotet, salt, pepper, granateplekjerner",,,,"['rask', 'middagstips', 'sommer', 'fisk', 'laks', 'grill', 'hovedrett', 'middag under 20 minutter']","['Rask', 'Middagstips', 'Sommer', 'Fisk', 'Laks', 'Grill', 'Hovedrett', 'Middag under 20 minutter']"
dafedaad-9c9f-dd72-991e-1751187aa5e9,Pastasalat med tomat og basilikum,"Pastasalat er enkelt og godt tilbehør som kan lages hjemme i en fei, og passer til grillmat, koldtbord eller i matpakka. Denne sommerlige pastasalaten er enkel å lage med fetaost, grønn pesto og tomat. Ha gjerne i kylling, bacon og oliven også.","pastaskruer, cherrytomat, grønn pesto, feldsalat, basilikum, fetaost, sort pepper",,,,"['sunnere', 'grønnsaker', 'rask', 'vegetar', 'pasta', 'tilbehør', 'tomat', 'basilikum', 'salater']","['Sunnere', 'Grønnsaker', 'Rask', 'Vegetar', 'Pasta', 'Tilbehør', 'Tomat', 'Basilikum', 'Salater']"
a220a04a-c211-461d-bad8-d73ed2d29ea3,Baked feta pasta,"Oppskrift på TikTok trenden ""Baked feta pasta"", en enkel pasta med saus av ovnsbakt fetaost og tomater. Retten er enkel med få ingredienser og mye smak.  Fetaost, tomater, olivenolje og urter ovnsbakes, og  blandes så med kokt pasta.","små, søte tomater, fetaost, hvitløk, olivenolje, salt, malt sort pepper, tørket oregano, revet sitronskall, frisk basilikum, av din favorittpasta",,,,[''],[]
e2fde9b9-4d27-493f-9266-d03879c4298d,Quesadillas med kylling,"Oppskrift på verdens beste og enkle quesadilla med kylling, smeltet ost og tacokrydder. Dette er en av barnas favoritter, og et godt alternativ til klassisk taco på fredag. Du kan også bytte ut kyllingfilet med kyllingkjøttdeig. Passer perfekt å lage på fredager eller en travel hverdag.","kyllingfilet, tacokrydder, olje til steking, vårløk, ost, tortillas, avokado, lime, koriander, salt, lettrømme, tacosaus",,,,"['taco', 'helgemat', 'hovedrett', 'småretter', 'barnevennlig']","['Taco', 'Helgemat', 'Hovedrett', 'Småretter', 'Barnevennlig']"
15b78ab1-3c40-49e3-8090-a51a138fffe1,Sprø tofu wrap,"Oppskrift på sprø og digg wrap med tofu, friske grønnsaker og en spicy, asiatisk marinade. Perfekt på kjøttfri mandag, eller som et vegetar alternativ til taco på fredag. Sprø tofu pinner kan også serveres med bao buns.","fast tofu, kikertemel, rapsolje, hjertesalat, tomater, paprika, avokado, tortillas, ketjap manis, soyasaus, lønnesirup, sriracha saus",,,,[''],[]
1dd265fa-d7d0-408f-9ab3-bcf42d66211d,Blomkålsalat med syrlig dressing,"Oppskrift på en skikkelig digg salat fra [MENYs egen vegetarentusiast, Hanne-Lene](/tema/vegetar/hanne-lene). Med smaksrik, krydret blomkål, sprø kikerter og hjemmelaget dressing er dette et godt alternativ  til den klassiske Cæsarsalaten. Hanne-Lene kaller den Kleopatrasalat.","kikerter, olje, salt, olivenolje, kyllingkrydder, røkt paprikapulver, kajennepepper, blomkål, salat, granateple, hvitløk, salt, sitron, sennep, lønnesirup, pepper, usøtet soyamelk, kapers, Chiliflakes, Friske spirer",,,,[''],[]
e4309f77-5daa-47c2-94d4-3977d5b0a860,"Poke bowl med laks, mango og granateple","Oppskrift på poke bowl med rå lakseloin, superris, mango, granateple, sukkererter og råkost. En frisk og sunn middag med masse smak og vakre farger. Se video for steg-for-steg.","ris, lakseloin, soyasaus, limesaft, sesamfrø, mango, granateple, råkost mix, sukkererter",,,,[''],"['Fisk', 'Sunnere', 'Hovedrett', 'Salater', 'Middagstips', 'Laks', 'Streetfood', 'Sushi']"
a8f94412-99b8-4b5b-8db5-7fcbc65ea573,Ceviche med laks og mango,"Oppskrift på frisk og syrlig ceviche med lakseloin, frukt, chili. Ceviche er fisk marinert, eller kokt, i syre. Her har vi brukt eple- og mangojuice og lime. Server gjerne som forrett eller lett middag.","laksesloin, mango, eple, avokado, vårløk, frisk koriander, grønn chili, Sunniva eple- og mangojuice, lime",,,,[''],[]
8bec3976-7837-420d-b94f-d078b2ac6ae3,Klassisk risotto,"Slik lager du klassisk italiensk risotto, med risottoris, kraft, hvitvin og revet parmesan. Se video for steg for steg.","risottoris, olivenolje, gul løk, hvitvin, kyllingkraft, smør, parmesan, salt, pepper",,,,[''],[]
fb0e91af-5917-2bf4-3d7d-268589002cd9,Pastasalat med pesto og fetaost,"Enkel og rask oppskrift på pastasalat til grillmat og koldtbordet. Tilsett gjerne kylling, bacon, små brokkolibuketter, cherrytomater og oliven. En sommerlig pastasalat med pesto og fetaost som alle vil like!","pastaskruer, grønn pesto, salat, fetaost, sort pepper etter smak",,,,"['sunnere', 'rask', 'vegetar', 'pasta', 'salater', 'tilbehør']","['Sunnere', 'Rask', 'Vegetar', 'Pasta', 'Salater', 'Tilbehør']"
53b2bcba-deff-7cbf-eab2-c03b122eae76,Kyllingpai med mozzarella,"Her er en oppskrift på en pai med kylling, squash, persille, gressløk, mozzarella og kremfløte. Lag din egen paibunn eller spar mye tid ved å bruke ferdig. Server med en frisk blandet salat. Denne paien passer både som middag til 4 personer eller som forrett til 6 personer.","paideig, kylling, mozzarella, grønn squash, olivenolje, hakket persille, hakket gressløk, salt, pepper, egg, kremfløte, revet ost, frisk blandet salat",,,,"['kylling', 'pai', 'middagstips', 'forrett', 'tapas', 'koldtbord']","['Kylling', 'Pai', 'Middagstips', 'Forrett', 'Tapas', 'Koldtbord']"
c4c8310a-af96-4ff9-a667-fd4c2bcf0e51,Fiskeburger med røkelaks og rødløk,"Enkel og rask fiskeburger med god røkelaks og sprø rødløk. Vi serverer med enkel, hjemmelaget saus av creme fraiche og sitron.","grove fiskeburgere, rapsolje, grove burgerbrød, creme fraiche, røkelaks, dill, sitronsaft, salt, pepper, rødløk, romano mix",,,,[''],"['Fisk', 'Middagstips', 'Rask', 'Burger']"
cee36729-afa2-4ccd-9e8d-2fb5afc9aea0,Green curry med villreker,"Enkel, rask og god oppskrift på asiatisk green curry gryte med villreker. En enkel gryterett med gode smaker er fint som middag både til hverdag og helg.","aspargesbønner, løk, paprika, brokkoli, rød chili, rapsolje, kokosmelk, grønn curry paste, store villreker, fiskesaus, lime, frisk koriander, salt, pepper",,,,"['asiatisk', 'curry', 'villreker', 'reker', 'skalldyr', 'endelig helg']",[]
46650eeb-209d-81a3-43c7-1d06a9a640c6,Glaserte asparges med grillet laks og urte-hollandaise,"Glaserte hvite asparges med urte-hollandaise og grillet laks er en rett som oser av sommer og sol. Aspargesen får en glinsende frisk og sødmefull overflate etter glaseringen, i tillegg til å være akkurat passe kokt. I sausen er det både gressløk, kjørvel og estragon, men prøv deg gjerne frem med andre urter som persille, timian eller rosmarin. Pass på at laksen får en saftig «rosa» kjerne, eller erstatt laksen med en god skje ørretrogn for litt ekstra luksus.","smør, eggeplommer, vann, saft av sitron, gressløk, kjørvel, estragon, hvit asparges, laksefilet, vann, smør, sukker, salt, olivenolje, pepper",,,,"['sesong', 'grønnsaker', 'fisk', 'laks', 'asparges', 'middagstips', 'hovedrett', 'sjømat', 'forrett']","['Sesong', 'Grønnsaker', 'Fisk', 'Laks', 'Asparges', 'Middagstips', 'Hovedrett', 'Sjømat', 'Forrett']"
11eddc46-192d-40ca-b411-8c9e1cf9269a,Grillet vårløk med potetkrem og surdeigsbrød,"Oppskrift på lett vegetarrett med vårløk og kremet potetmos. Når vårløk grilles får smaken en helt ny karakter, og blir søtlig og ekstra god. Vi serverer den med myk potetkrem, laget med eggeplomme, sennep og eddik og godt brød.","melne poteter, smør, eggeplomme, Dijon sennep, eddik, dill, kruspersille, salt, vårløk, surdeigsbrød, flaksalt, sitronsaft,, bladpersille",,,,[''],[]
8143182a-e0bf-95ed-3255-919c1d1764fc,Saftig grønnkålpai,"Enkel og god pai med creme fraiche, grønnkål og hvitløk. Like god som egen middag og som del av et større koldtbord. Pai kan spises varm og kald, og er like god neste dag.","smør, mel, vann, grønnkål, hvitløksfedd, egg, créme fraîche, ost, olivenolje, salt, pepper",,,,"['grønnkål', 'lunsj', 'pai', 'vegetar']","['Grønnkål', 'Lunsj', 'Pai', 'Vegetar']"
1dbb6c92-ea5f-4b42-a736-0f6aab9b8bac,Laksefilet med couscous,"Laks med couscous er en populær middag på under 20 minutter. Her får du en god oppskrift på ovnsbakt laks, servert med en litt sunnere couscoussalat med avokado og fetaost. Dette blir en god middagsrett full av spennende smaker som lages raskt.","laksefilet, Hoisin woksaus, couscous, kokende vann, Apetina snack fetaost med soltørket tomat, avokado",,,,"['hovedrett', 'vår', 'sommer', 'middagstips', 'barnevennlig', 'hverdag', 'rask', 'laks', 'sunnere', 'middag under 20 minutter', 'grønnsaker', 'avokado', 'fisk']","['Hovedrett', 'Vår', 'Sommer', 'Middagstips', 'Barnevennlig', 'Hverdag', 'Rask', 'Laks', 'Sunnere', 'Middag under 20 minutter', 'Grønnsaker', 'Avokado', 'Fisk', 'UkensMiddag']"
019a0933-104e-448c-82e7-d6d8db0ec422,Laks teriyaki med ris,"Ovnsbakt laksefilet med teriyaki-saus blir raskt en ny middagsfavoritt! Server den stekte laksen med avokado, stekt spinat og ris. Dette er en lett og sunnere middag med asiatiske smaker.","laksefilet, ris, spinat, avokado, soyasays, vann, riseddik, sesamolje, sukker, honning, hvitløksfedd, malt ingefær",,,,[''],"['Hovedrett', 'Asiatisk', 'Sunnere', 'Middagstips', 'Hverdag', 'Rask', 'Fisk', 'Laks', 'Ørret', 'Hjemmelaget']"
0e2e6241-54a8-fa88-fef5-5b46c66e2ccf,Pølsegrateng med pasta,"Oppskrift på en av barnas favoritter, ovnsbakt grateng med pølser og pasta. En enkel og god hverdagsmiddag for hele familien. Bruk kjøttpølser eller grillpølser. Denne barnevennlige middagen med makaroni, pølse og pastasaus går fort å lage. Se tips for å gjøre den litt sunnere.","tørr pasta, kjøttpølse uten skinn, pastasaus, løk, revet gulrot, olje, revet ost",,,,"['middagstips', 'barnevennlig', 'pasta', 'hovedrett', 'pølser']","['Middagstips', 'Barnevennlig', 'Pasta', 'Hovedrett', 'Pølser', 'Rask']"
d37f45ea-acb2-4672-b54b-ce41aaad6bb7,Sushivaffel,"Vi har testet den virale trenden sushivaffel. Du finner den også under Sushi Waffles, og Crispy Rice Waffles på TikTok. Dette tipset fungerer aller best om du bruker sushiris, så har du rester fra sushi i går, kan dette være den perfekte lunsj neste dag. Vi topper med laks, avokado, syltet rødløk og chilimajo.","ferdig kokt sushiris, rå lakseloin, liten avokado, vårløk, syltet rødløk, chilimajones",,,,[''],[]
8ea6d30c-1236-4f26-932f-f02cc42f3c20,Lakseburger med syltet rødløk,"Oppskrift på salmaburger med chilimajones og syltet rødløk, en nydelig kombo. Fiskeburger i ferske, grove burgerbrød utgjør en rask, god og litt sunnere hverdagsmiddag på under 20 minutter. Du kan gjerne grille burgerne!","salmaburger, salt, pepper, grove hamburgerbrød, babyspinat, syltet rødløk, chilimajones",,,,[''],"['Fisk', 'Laks', 'Burger', 'Middagstips', 'Sunnere']"
5e0a039a-85dc-4f8d-aa37-06364e46d4ce,Kylling fajitas,"Oppskrift på enkel og rask fajitas med kylling, paprika, rødløk og guacamole. En spennende Tex-Mex med tacokrydder rett servert med kjempegodt tilbehør. Topp med frisk koriander! Du kan også bytte ut kyllingen med strimlede biter av biff.","kyllingfilet, olje, paprika, rødløk, tacokrydder, soyasaus, vann, lime, appelsin, guacamole, store tacolefser",,,,[''],[]
a2dbe56f-a393-3c7e-133a-d4b7ed4af0a7,Tortellini med kylling og pesto,"Pasta med kylling, grønn pesto og parmesan utgjør en knallgod hverdagsmiddag på under 20 minutter. Del gjerne kyllingfilet på langs for kortere steketid, eller bruk strimlet kylling. Alle varianter av pastaputer kan brukes, som tortelloni eller ravioli.","tortellini, pesto, kyllingfilet, parmesan, revet, ristede pinjekjerner",,,,"['hovedrett', 'lunsj', 'pasta', 'tortellini', 'kylling', 'rask', 'kyllingfilet', 'nye gode vaner', 'barnevennlig', 'middagstips']","['Hovedrett', 'Lunsj', 'Pasta', 'Tortellini', 'Kylling', 'Rask', 'Kyllingfilet', 'Nye gode vaner', 'Barnevennlig', 'Middagstips']"
e8a56586-7813-5ee5-d4e6-d315b9fc6179,Helstekt kylling med ovnsbakte rotgrønnsaker,"Høstens rotgrønnsaker smaker utmerket ovnsbakt, som tilbehør til helstekt kylling. Denne oppskriften er enkel og en sikker vinner for hele familien.","hel kylling, salt, pepper, smør, fersk timian, fersk rosmarin, sitron, hvitløk, gulrøtter, gul løk, sellerirot, sopp, poteter, persille, salt, pepper, olje, hvitvin, kyllingkraft",,,,"['kylling', 'hel kylling', 'helgemat', 'middagstips', 'gjester']","['Kylling', 'Hel kylling', 'Helgemat', 'Middagstips', 'Gjester']"
c2577f27-50c5-03b9-8450-1315062dd8c9,Angusburger med blåmuggost,"Har du lyst på en skikkelig god, klassisk hamburger med godt tilbehør? Prøv vår oppskrift på saftig angusburger, toppet med blåmuggost, bacon, frisk salat, karamellisert løk, sylteagurk, bifftomat og ketchup. Server gjerne cheeseburgeren med fries!","angusburgere, hamburgerbrød, crispisalat, tomat, bacon, blåmuggost, sylteagurk, stor, gul løk, smør, olje, sukker, balsamico, Worcestershiresaus",,,,"['sommer', 'middagstips', 'sommermeny', 'hovedrett', 'burger', 'storfe', 'grill', 'helgemat', 'kjøtt', 'bacon']","['Sommer', 'Middagstips', 'SommerMENY', 'Hovedrett', 'Burger', 'Storfe', 'Grill', 'Helgemat', 'Kjøtt', 'Bacon']"
ac840275-4756-4b31-b855-6884eed57609,Smash burger,"Oppskrift på den nye trendburgeren ""Smash burger"". En trend basert på raske burgere som er populære på American Diners og som du kanskje har fanget opp på TikTok eller YouTube. Tanken er at ved å mose hamburgere flate i pannen vil de bli raskere stekt, og du får en saftig, tynn burger på kort tid. Stek gjerne to, og legg ost i midten som da vil smelte. Server med klassisk tilbehør og fries.","kjøttdeig, salt, pepper, cheddar, burgerbrød, salat, stor tomat, rødløk, ketchup, sennep, hamburgerdressing",,,,[''],[]
3af39934-3bed-4b48-9b6f-bb6e4c4cb384,Kremet pasta med kylling,"Oppskrift på enkel pastarett med kremet, fyldig saus, sopp og saftige kyllingbiter. Dette er rask hverdagsmiddag, som lages enkelt og virkelig er hverdagsluksus. Dryss gjerne parmesan over før servering.","tagliatelle, kylling, sopp, finhakket bladpersille, fløte, hvitløksfedd, sjalottløk, kokevann fra pasta, parmesan",,,,[''],[]
b0d8ea67-6bf4-4744-bacc-465c654f049e,Tortelliniform med pølse,"Oppskrift på rask og populær pastagrateng med kjøttpølse. Et godt og barnevennlig middagstips som tar under 20 minutter å lage. Her kan du bruke alt av pølser du har liggende, et godt restetips etter barnebursdag eller grilling.","kjøttpølser, tortellini, MENY tomatsaus, revet ost, salt, pepper, rapsolje",,,,[''],[]
14049de0-c3d3-4d94-9b21-9d9de799f226,Fiskeburger med tzatziki og eple,"Oppskrift på enkel fiskeburger med fiskekake, syrlig eple og tzatziki. Server til lunsj eller middag med grove burgerbrød. Her kan du velge den fiskeburgeren du liker best, men denne uken anbefaler vi klippfiskburger. Litt sunnere middag på under 20 minutter, for hele familien.","fiskeburger, rapsolje, grove burgerbrød, tzatziki, eple, hjertesalat",,,,[''],"['Fisk', 'Middagstips', 'Barnevennlig', 'Nye gode vaner', 'Sjømat', 'Sunnere', 'Hovedrett', 'Burger']"
81a39612-4080-4996-a2f3-cd80c53ab426,Enkel kylling Gong Bao,"Gong Bao er en klassisk kinesisk rett fra Szechuan provinsen. Den består av kylling i terninger, i en klissete søt, salt og syrlig saus, servert med ris og sprø peanøtter. Vi har laget en litt forenkelt oppskrift, med masse god smak!","kyllingbryst, rapsolje, ingefær, hvitløksfedd, ketjap manis, soyasaus, maizena, brunt sukker, riseddik, kyllingkraft, Sriracha saus, chiliflak, vårløk, peanøtter, lime, ris",,,,[''],[]
fcf79073-3d02-e0e2-3f87-ef5964f44d65,Laksefilet med søtpotetmos og brokkolisalat,"Ørret og laks er enkelt og raskt å lage. Sammen med MENYs egen brokkolisalat, Jacobs Utvalgte ramsløksmør og søtpotetmos har du et knallgodt middagstips til hverdagen. Søtpotetmos kan du lage fra bunnen, eller kjøpe ferdig hos MENY. Se egen oppskrift.","laksefilet, urtesmør med ramsløk, brokkolisalat, potetmos med søtpotet, salt, pepper, granateplekjerner",,,,"['rask', 'middagstips', 'sommer', 'fisk', 'laks', 'grill', 'hovedrett', 'middag under 20 minutter']","['Rask', 'Middagstips', 'Sommer', 'Fisk', 'Laks', 'Grill', 'Hovedrett', 'Middag under 20 minutter']"
b4f5c377-750c-4806-884f-25479d278beb,Kylling med blomkålris og appelsin,"Oppskrift på ovnsbakt kylling med blomkålris, appelsin, sukkererter og søte, små tomater. Se video for hvordan lage hjemmelaget blomkålris.","kyllingfilet, blomkål, sukkererter, små tomater, appelsin, olivenolje, salt, pepper",,,,[''],"['Kylling', 'Kyllingbryst', 'Kyllingfilet', 'Middagstips', 'Blomkål']"
42793a74-aa97-4ac9-b4ce-39396be912f2,Grønnsakssuppe med pølse,Oppskrift på varmende grønnsakssuppe med pølse. Bruk høstens gode grønnsaker sammen med kjøttpølse i biter og buljong. Denne suppen med rotgrønnsaker er veldig enkel å lage og god på smak. Server gjerne med nystekte rundstykker.,"gulrøtter, kålrot, mellomstore poteter, persillerot, purre, kål, kjøtt- eller grønnsaksbuljong, kjøttpølser, blader grønnkål, salt, kvernet pepper, revet pepperrot",,,,"['suppe', 'hverdagsmeny', 'middagstips', 'søndagsmiddag', 'tradisjonsmat', 'barnevennlig', 'gjester', 'rask', 'restemat', 'hverdag', 'lunsj', 'kveldsmat', 'hovedrett', 'småretter', 'grønnsaker', 'rotgrønnsaker', 'gulrot', 'pølser']","['Suppe', 'HverdagsMENY', 'Middagstips', 'Søndagsmiddag', 'Tradisjonsmat', 'Barnevennlig', 'Gjester', 'Rask', 'Restemat', 'Hverdag', 'Lunsj', 'Kveldsmat', 'Hovedrett', 'Småretter', 'Grønnsaker', 'Rotgrønnsaker', 'Gulrot', 'Pølser']"
2801bff6-7e75-4437-80e1-fb19c868ee01,Philly cheese steak med biff,"Oppskrift på Philly cheese steak med saftige biffstrimler. I denne oppskriften bruker vi Angus biffsnadder, som du får kjøpt ferdig på Meny. Topp baguetten med paprika, revet ost, og sennepsmajones, for et raskt og utrolig godt måltid. Server som digg lunsj eller middag.","paprika, Angus biffsnadder, olje, brioche baguetter, sennepsmajones, revet ost",,,,[''],[]
b9539e25-1acd-460b-88a8-9966578695f6,Pasta med avokadokrem,"Oppskrift på kremet pasta med avokado. Her har vi laget en slags avokadopesto av myk avokado, parmesan, hvitløk, olivenolje og sitron. En litt sunnere, og kjempegod middag uten kjøtt!","avokado, hvitløksfedd, parmesan, ristede pinjekjerner, god olivenolje, sitronsaft, salt, pepper, pasta, små tomater",,,,[''],[]
7d9a6e4e-9d34-4715-bf08-5b65f709d664,Klassisk minestronesuppe,"Oppskrift på italiensk minestronesuppe, med gode hermetiske tomater, chorizo og pasta. Et godt middagstips for hele familien! Server gjerne med nystekte rundstykker.","rødløk, hvitløk, stangselleri, gulrøtter, chili, olivenolje, chorizo, hakkede tomater, grønnsakskraft, hvite bønner, purre, pasta, oregano, salt, pepper, parmesan, basilikum",,,,"['Suppe', 'høst', 'italiensk']",[]
7c8a23cf-afff-431b-b847-7ca22c97254b,Lakseburger med mango,"Oppskrift på saftig lakseburger med kuttet mango og guacamole. Burgeren trenger kun få minutter i stekepannen, så denne familievennlige middagen er klar på kort tid. Guacamole kan du kjøpe ferdig, eller lage selv. [Se egen oppskrift her.](/oppskrifter/Sauser-og-dressinger/Dipper/Hjemmelaget-guacamole/)","salmaburger, salt, pepper, rapsolje, burgerbrød, guacamole, mango, rødløk",,,,"['mango', 'hovedrett', 'vår', 'sommer', 'rask', 'barnevennlig', 'hverdag', 'laks', 'sunnere', 'middag under 20 minutter', 'burger']","['Mango', 'Hovedrett', 'Vår', 'Sommer', 'Rask', 'Barnevennlig', 'Hverdag', 'Laks', 'Sunnere', 'Middag under 20 minutter', 'Burger', 'UkensMiddag', 'Ukens Middag Badge']"
