id,title,description,ingredients,year,week,week_day
f33cc1dd-e4df-4910-9f31-b1230a9bec69,Spicy kikertgryte,"Dette er en kjøttfri spicy gryterett med bønner, linser og kikerter, som gjerne også kan kalles chili sin carne. Et godt middagstips for kjøttfri mandag, eller dager du ønsker å lage en middag som er litt sunnere men likevel proppfull av smak. Enkel, rask og veldig godt vegetarmat.","ris, løk, rød chili, rapsolje, hermetiske kikerter, hermetiske linser, hermetiske bønner, hermetiske tomater, grønnsakskraft, vårløk, salt, pepper",2023,21,Mandag
0ab4a05a-18a9-4683-b73d-db7d82da4be6,Laks i folie med ramsløksmør,"Oppskrift på laks i folie, en veldig enkel måte å tilberede en enkel og smakfull middag. Med alt i en pakke kan den varmes på grillen, i ovnen eller til og med på bålet om du skal ut på tur. Dette er også en rett som gjør det litt mer spennende for barn å spise fisk.","laksefilet uten skinn og ben, ramsløksmør, MENYs ovnsbakte poteter, MENYs ovnsbakte grønnsaker, sitron, frisk dill",2023,21,Tirsdag
b4cebb07-2732-4d85-b331-c53f87f390d0,Pastasalat med kylling,"Oppskrift på rask, god og enkel middag med strimlet kylling. Med utgangspunkt i en ferdig pastasalat kan du raskt supplere med ekstra grønnsaker og stekt kylling. Topp med en god dressing og server gjerne med ferskt brød.","strimlet kylling, rapsolje, salt, pepper",2023,21,Onsdag
b13ca897-7790-4752-917b-c5042d0cbfa4,Grillribbe med ovnsbakte grønnsaker,Grillribbe er blant nordmenns favoritt av grillmat på sommeren. Sammen med MENYs egne ovnsbakte grønnsaker og poteter blir dette en smakfull middag som du enkelt lager på kort tid.,"skiver marinert grillribbe, rapsolje, MENYs ovnsbakte grønnsaker, MENYs ovnsbakte poteter, maiskolber, MENY BBQ glaze",2023,21,Torsdag
d63566fa-4c71-45cf-9d93-cd197c93de25,"Hvit pizza med chorizo, rødløk og oliven","Oppskrift på klassisk napolitansk pizza med hvit saus, chorizo, rødløk og oliven. Dette er en pizza med masse smak som går fort å lage i pizzaovnen. Til denne oppskriften trenger du [ferdig hevet grunndeig til pizza](/oppskrifter/pizza/enkel-italiensk-pizzadeig/).","ferdig pizzadeig, durumhvetemel",2023,21,Fredag
ec8b2559-28c1-42d9-bbfe-459ccc18e47c,Grillet kyllingbryst med nykål og hjemmelaget urtemajones,"Oppskrift på saftig Lerstang kylling fra Gårdsand, med sprøtt skinn og gode grønnsaker. Her bruker vi norske Matskatter fra lokale leverandører, som perlepoteter og urter, sammen med vårens nykål.","Lerstang kyllingbryst, flaksalt, pepper, frisk estragon",2023,21,Lørdag
86f857e5-e700-47a3-8d0a-f36827ce68bb,Svinefilet med bakt potetsalat og appelsin,"Oppskrift på helstekt indrefilet av svin, med lun potetsalat og frisk appelsin. Svinekjøtt er magert, mørt og saftig, og kler godt søte smaker av frukt. Vi gir deg stegene for både grill og stekeovn.","indrefilet av svin, frisk timian, flytende honning, rapsolje, salt, pepper",2023,21,Søndag
43056ba8-45b1-4369-a161-db2f42eccccd,Salat med pære og blåmuggost,"Oppskrift på smaksrik salat med tynne skiver av pærer, blåmuggost, honning og hakkede valnøtter. Her har vi brukt en feldsalat, men du kan godt bruke ruccula, hjertesalat eller den salaten du liker best. Server den som hovedrett, lunsj eller en del av et koldtbord, gjerne med ferskt brød ved siden av.","valnøtter, pære, fiken, feldsalat, blåmuggost",2023,20,Mandag
a4487c90-de88-4f82-9b94-2f95511cd2cb,Festfat med spekemat,"Spekemat er enkelt og kan danderes til lekre spekefat når du skal ha gjester. Her kan alle varianter av spekeskinker og spekepølser blandes, og gjerne serveres med frisk frukt, bær og gode oster. Vi gir deg noen tips!","spicy spekepølser, spekeskinke, tynnskåret salami, smaksrik ost, honningmelon",2023,20,Tirsdag
ace3bd42-e067-4315-8f47-4ceec812d662,Spicy ostepølse med syltet rødløk,"Sterke pølser passer perfekt med de litt søte brioche pølsebrødene! Topp dem med ruccola, BBQ-saus og syltet rødløk. Kjempegod grillmat, og enkel middag.","ostepølse med chili, brioche pølsebrød, ruccula, BBQ saus",2023,20,Onsdag
f21f4064-8bc7-4f98-abe9-00ebbfbe0417,Enkel hamburger med coleslaw,"Oppskrift på fersk, saftig og enkel hamburger med grove hamburgerbrød og coleslaw du kan kjøpe ferdig. Denne burgeren er perfekt for deg som vil lage en rask, enkel og god middag for hele familien, på under 20 minutter. Server gjerne med pommes frites eller en frisk salat!","hamburger, rapsolje, grove hamburgerbrød, coleslaw, isbergmix, ketchup",2023,20,Torsdag
995e3b85-01c2-4aed-8623-c8e86ab737df,Fajitas med portobellosopp,"Oppskrift på kjøttfri fajitas med portobellosopp, servert med digg guacamole, syltet rødløk, rømme og salsa. Portobello er en sopp som blir saftig og smaksrik når den stekes, og er en ypperlig erstatter for kjøtt. Dette er kosemat som er enkelt å lage, og passer perfekt til deg som er vegetarianer, eller deg som vil prøve noe nytt og godt!","rødløk, sukker, lime",2023,20,Fredag
f2815143-62da-4293-8c73-8876ad52cff9,Gratinerte sjøkreps med ramsløksmør,"Oppskrift på deilig gratinert sjøkreps med ramsløksmør og urter. Et festmåltid som passer perfekt til en sommerkveld med gode venner. Sjøkreps smaker nydelig sammen med godt smør, sitron og loff. Å tilberede sjøkreps er raskere og enklere enn du tror, og de kan også grilles.","sjøkreps, Jacobs Utvalgte ramsløksmør",2023,20,Lørdag
000d3e4b-5acc-3c91-196f-58ccb4f27df2,Stekt kveite med sellerirotpure og stekt spinat,"Oppskrift på saftig kveite med en god grønnsakspure. Kveite er en delikatesse og en riktig festfisk. Stekt kveitefilet med potet- og sellerirotmos, stekt spinat og sauce vierge er et skikkelig festmåltid! Man kan også bytte ut kveite med torsk, steinbit eller breiflabb.","kveite, meierismør, hvitløk",2023,20,Søndag
fcfdecea-88a7-4841-b8c5-b5b3264bad36,Pasta med pesto og ricotta,"Oppskrift på pasta med masse smak. Denne pastaretten lager du enkelt på under 20 minutter. God, grønn pesto, babyspinat og myk ricotta, toppet med granateplekjerner. Bruk gjerne hjemmelaget pesto. Du kan velge om du vil blande inn pesto og ricotta mens pastaen er varm, eller om du vil lage en kald pastasalat.","pasta, pesto, babyspinat, ricotta, granateple",2023,19,Mandag
8ea6d30c-1236-4f26-932f-f02cc42f3c20,Lakseburger med syltet rødløk,"Oppskrift på salmaburger med chilimajones og syltet rødløk, en nydelig kombo. Fiskeburger i ferske, grove burgerbrød utgjør en rask, god og litt sunnere hverdagsmiddag på under 20 minutter. Du kan gjerne grille burgerne!","salmaburger, salt, pepper, grove hamburgerbrød",2023,19,Tirsdag
eb315f9c-27b6-490e-b357-3b95acaddc32,Asiatisk wok med kylling,"Oppskrift på asiatisk kyllingwok, sprø grønnsaker og smaksrik woksaus. Velg den woksausen du liker best. Wok er den perfekte hverdagsmaten, da den er full av gode smaker og litt sunnere. I tillegg går det utrolig raskt å lage, da alt stekes på fort på høy varme.","nudler, strimlet kyllingfilet, kål miks, woksaus, lime, chili, koriander",2023,19,Onsdag
102e7fde-1dd9-6960-6041-c0205b05449c,Spinatpai med chevre,"Oppskrift på enkel og god pai med spinat og ost. Dette kan fort bli en favoritt, spesielt om du er glad i ferskosten chèvre. Denne vegetariske paien passer både som et måltid i seg selv og som tilbehør til kjøtt. Restene er perfekt lunsjmat dagen etter. Server spinatpaien med granateplekjerner og godt brød.","paibunn, spinat, chevre, revet ost",2023,19,Torsdag
f670fa1a-61cd-ac13-6749-fc0b2c16b30c,Torsk saltimbocca,"Oppskrift på middelhavsmat med torsk, servert med potetmos, spinat, tomater. oliven og kapers. Saltimbocca er opprinnelig en italiensk rett med kalvekjøtt surret inn i spekeskinke med frisk salvie, men her har vi laget vår egen oppskrift med torsk. Du kan også bruke skrei.","melne poteter, smør, melk, salt, pepper",2023,19,Fredag
758dae13-b6b4-48ac-8c87-f5f2b0780379,Havreotto med grillet asparges og spekeskinke,"Oppskrift på havreotto, laget av steel cut havegryn fra Den Sorte Havre, kyllingkraft og eplemost, toppet med asparges, spekeskinke fra Tind og god ost. Havreotto er en variant av den mer kjente retten risotto, og i denne oppskriften bruker vi norske Matskatter fra lokale leverandrer for ekstra god smak.","nøytral olje, smør, gul løk, havregryn, eplemost, kyllingkraft, Holtefjell XO ost, smør, salt, sitron",2023,19,Lørdag
f7df84da-8465-4bda-92ca-ad5bd25d7187,Enkelt skalldyrfat,"Oppskrift på lekkert skalldyrfat som enkelt kan skaleres opp eller ned etter ønske. Dampede blåskjell serveres sammen med de skalldyrene du liker best, for eksempel reker, østers, kongekrabbe og krabbeskjell. Se video for hvordan du damper blåskjell.","blåskjell, smør, hvitløksfedd, gul løk, vårløk, hvitvin",2023,19,Søndag
a220a04a-c211-461d-bad8-d73ed2d29ea3,Baked feta pasta,"Oppskrift på TikTok trenden ""Baked feta pasta"", en enkel pasta med saus av ovnsbakt fetaost og tomater. Retten er enkel med få ingredienser og mye smak.  Fetaost, tomater, olivenolje og urter ovnsbakes, og  blandes så med kokt pasta.","små, søte tomater, fetaost, hvitløk, olivenolje, salt, malt sort pepper, tørket oregano, revet sitronskall, frisk basilikum",2023,18,Mandag
30cb4790-2557-4ba8-b594-4a1a806036ca,Wok med steinbit,"Oppskrift på litt sunnere middag, wok med fisk, sprø grønnsaker og en skikkelig god szechuan woksaus. Denne retten lager du på under 20 minutter.","steinbitfilet, MENY ferdigkokt ris, wok mix, Grønn&Frisk, MENY szechuan woksaus, litt limesaft hvis ønskelig",2023,18,Tirsdag
db20735a-c116-4f5a-9bb8-565089600264,Cobb salat,"Oppskrift på klassisk Cobb salad, en velkjent, amerikansk kyllingsalat med cherrytomater, blåmuggost og bacon, toppet med vinaigrette dressing. Enkel oppskrift som går fort å lage, med veldig gode smaker!","kyllingfilet, salt, pepper, bacon, hjertesalat, avokado, cherrytomater, blåmuggost, egg, gressløk",2023,18,Onsdag
0461a017-eb09-435b-ae1b-0a516cf9f320,Koteletter med ratatouille,"Rask og enkel middag med saftig svinekoteletter, MENYs egen ratatouille, småpoteter og brokkolini. Middag til hverdag og helg på under 20 minutter. Topp gjerne med friske urter for ekstra god smak.","svinekoteletter, MENY ratatouille, MENY ovnsbakte poteter, brokkolini, frisk persille",2023,18,Torsdag
d36ccbb2-b4e4-0ba2-8664-b57395587c04,Smørstekte hvite asparges med laks og sitrus,"Hvit asparges er en delikatesse du kun får tak i om våren. Denne oppskriften er herlig forfriskende, med sashimi av laks og en hjemmelaget dressing av appelsin, sitron og honning. Server den som en veldig god lunsj, forrett eller en lett middag med ekstra salat ved siden av.","hvit asparges, lakseloin, smør, blandet grønn salat, friske urter",2023,18,Fredag
e983880e-68d1-8216-86bd-4c4e0cd58f5b,Angusburger med bacon og hjemmelagde chips,"Oppskrift på en luksuriøs, grillet burger som er penslet med honning, og toppet med bacon og ristede mandler. Her får du også ost, bakt pastinakk, hjemmelagde amandine potetchips og aioli. Burgeren passer perfekt som et godt helgemåltid. Den er både saftig, smaksrik og crunchy, og blir garantert en suksess!","amadinepoteter, rapsolje, salt, pepper",2023,18,Lørdag
d1afaf72-d0d3-4a47-9c37-3e1e8e0c6fbb,Bakt søtpotet med tomatsalsa og guacamole,"Taco med søtpotet, eller søtpotet med taco? Bakt potet er enkelt å lage og kan fylles med det meste. Denne vegetariske varianten er fylt med tacotilbehør som hjemmelaget tomatsalsa og guacamole, og toppet med pinjekjerner. Enkelt middagstips uten kjøtt til hverdag eller helg!","søtpoteter, smør",2023,18,Søndag
3653ae58-2abb-49ae-926b-5acca8571cb8,Halloumisalat,"Oppskrift på mettende vegetarsalat med grillet halloumi, ruccola, tomater og bønner. En frisk og fargerik salat, perfekt på våren og sommeren. Salaten er enkel å lage, og de milde smakene passer til hele familien. Halloumi er en fyldig ost som egner seg godt på grillen, og som smaker best når den er varm.","halloumi, rapsolje, pepper, ruccola, liten rødløk, plommetomater, brokkoli, hermetiske borlottibønner, olivenolje, sitronsaft, revet sitronskall, ristede pinjekjerner",2023,17,Mandag
7425e6d7-2826-4a77-9acd-0c217b6cc9fb,Panert sei med gulrotpuré,"Oppskrift på en god gammel klassisker - panert sei med ovnsbakte poteter og søt, silkemyk gulrotpure. Enkel, litt sunnere og veldig god fiskemiddag for hele familien. Vi bruker panert sei, men her kan du velge den du liker best.","panert sei, ovnsbakte poteter, romano mix, MENY gulrotpuré, lime",2023,17,Tirsdag
71a4070c-feee-f955-646b-461a2b68a119,"Grønnsakslasagne med søtpotet, aubergine og grønnkål","En vegetarisk oppskrift på grønnsakslasagne full av smak. Her er kjøttdeigen byttet ut med søtpotet og aubergine, ostesausen med en blomkålpuré og lasagneplatene med ulike grønnsaker i tynne skiver. Perfekt vegetarlasagne hvor du kan bruke en rekke grønnsaksrester.","aubergine, søtpotet, grønnkål, revet ost, salt, pepper, basilikum, timian",2023,17,Onsdag
bcaa9ca2-f468-20a5-ffde-b7d7fc0ca114,Rask fiskegryte,"Oppskrift på smaksrik fiskegryte, som du lager enkelt og raskt med vår populære fiskesuppe og fiskewok. Server gjerne med fersk baguette eller et grovt rundstykke. Middag for to på under 20 minutter.","MENY Anbefaler fiskesuppe, fiskewok, nystekt baguette, aioli",2023,17,Torsdag
a722f5b7-d2f6-4801-930e-7be1497ac0b9,Enkel pizza med karbonadedeig,"Enkel oppskrift på hverdagspizza, med ferdig pizzabunn, karbonadedeig, og MENY sin egen tomatsaus med et høyt innhold av grønnsaker. Middag på under 20 minutter. Topp med spinat eller andre grønnsaker du liker. Du kan også bruke kjøttdeig.","karbonadedeig, rapsolje, MENY tomatsaus, pizzabunn, fullkorn, revet ost, babyspinat",2023,17,Fredag
e23744df-1331-4862-8330-e93b8fdbdfdf,"Klassisk Angusburger med cheddar, bacon og sprøstekt løk","Oppskrift med vår beste burger, Angusburgeren, toppet med klassiske smaker som god cheddar, sennep, bacon og fritert løk. Vi kaller den ""The Perfect bite"". En fyldig og god burger som er perfekt å grille om sommeren. Litt Rørosrømme er også godt på denne burgeren.","angusburgere, Brioche burgerbrød, hjertesalat, bifftomat, cheddar,, tørrsaltet bacon, American yellow mustard",2023,17,Lørdag
fc2f807f-389b-c649-e51c-43688afafa04,Parmesan crusted ytrefilet av svin,Oppskrift på ytrefilet av svin med parmesan skorpe. I denne oppskriften kan kjøttet stekes både i stekepanne eller på grillen. Retten smaker fantastisk hele året! Server med poteter og brekkbønner. Ytrefilet av svin med tilbehør som sennepsstekte poteter imponerer gjestene dine.,"egg, brødrasp, revet fersk parmesan, medaljonger av svinefilet, salt, pepper, olivenolje",2023,17,Søndag
c4a03b5c-1d33-4f35-b8be-a607624775e7,Blomkålgnocchi med spinat,"En spennende og næringsrik vri på gnocchi, nemlig hjemmelaget blomkålgnocchi. Retten serveres med frisk spinat og parmesan. Denne oppskriften er en perfekt middag når du vil unne deg noe sunt og ekstra godt. Se steg i video.","blomkål, hvetemel, salt, olivenolje, smør, spinat, parmesan",2023,16,Mandag
d04f17d8-989f-4b62-adf6-42ac5894951d,Salat med reker,"Oppskrift på enkel og smakfull salat med reker, eller villreker/scampi, frisk mangosalsa, blandet salat  og sticky korean glaze. En rask middag med skalldyr på under 20 minutter.","reker, raps- eller olivenolje, salat, MENY sticky korean glaze, mangosalsa",2023,16,Tirsdag
bc7b7be8-5486-4ed7-b58d-56774e10e593,Indisk grønnsaksgryte,"Oppskrift på en velsmakende og næringsrik grønnsaksgryte med indiske smaker. Dette er en enkel og kjøttfri gryterett med blomkål, rødløk, brokkoli, poteter, gulrot og ingefær. Server gryteretten med ris eller couscous, naan brus og mango chutney.","gul løk, rødløk, blomkål, brokkoli, små kokefaste poteter, gulrøtter, olivenolje, revet ingefær, tandoori marsala krydder, paprikakrydder, hakkede hermetiske tomater, kokosmelk, chiliflakes, salt, pepper, sitron, frisk koriander",2023,16,Onsdag
ea24c7c9-ce87-4743-a89f-51c6ca5a2421,Pasta med kjøttboller,"Oppskrift på fersk tagliatelle med kjøttboller, tomatsaus og revet parmesan. Bruk gjerne rå kjøttboller, eller baconboller, av god kvalitet. Du kan også forme kjøttboller av kjøttdeig. En veldig god, rask og enkel familiemiddag som barna vil elske.","kjøttboller, tomatsaus, tagliatelle, revet Grana Padano parmesan, frisk basilikum, rapsolje",2023,16,Torsdag
78b7aace-9c0f-4164-86b5-e0b28fb47e1a,"Taco med torsk, kål og guacamole","Litt sunnere taco? Prøv denne oppskriften på enkel og god fisketaco med tacokrydret torsk, strimlet kål, guacamole, aioli, lime og koriander. Guacamole kan du kjøpe ferdig eller lage selv.","torskeloin, tacokrydder, tortillas, guacamole, rød, lime, frisk koriander",2023,16,Fredag
4f57599b-2aff-4f7a-a06f-ca0ad431bc27,Hvit pizza med nduja og salciccia,"Oppskrift på hvit pizza, eller pizza bianca, med spicy, nduja og smaksrik salcicciapølse. En skikkelig smaksbombe av en napolitansk pizza! Til denne oppskriften trenger du [ferdig hevet grunndeig til pizza](/oppskrifter/pizza/enkel-italiensk-pizzadeig/).","ferdig pizzadeig, durumhvetemel",2023,16,Lørdag
0ef3abfb-f312-2c4d-b4d3-83c9a0d397bd,Ovnsbakt kylling med rotgrønnsaker og appelsin,"En sunnere og kjempegod oppskrift på ovnsbakt og saftig kylling i form. Server middagen med rotgrønnsaker, perlepoteter og appelsin. Her kan du bruke kyllinglår, kyllingbryst eller kyllingfilet. Grønnsakene steker du sammen med kyllingen i ovnen.","gulrot, persillerot, kålrot, små poteter, appelsiner, hvitløksfedd, olivenolje, honning, kyllingbryst eller kyllinglår, salt, pepper, hakkede urter",2023,16,Søndag
15b78ab1-3c40-49e3-8090-a51a138fffe1,Sprø tofu wrap,"Oppskrift på sprø og digg wrap med tofu, friske grønnsaker og en spicy, asiatisk marinade. Perfekt på kjøttfri mandag, eller som et vegetar alternativ til taco på fredag. Sprø tofu pinner kan også serveres med bao buns.","fast tofu, kikertemel, rapsolje, hjertesalat, tomater, paprika, avokado, tortillas",2023,15,Mandag
45365543-d026-4d10-9435-877b9f0bfbc5,Laksefilet med sellerirotmos,"Oppskrift på enkel, rask, og litt sunnere middag med fisk. Denne smakfulle retten med stekt laks, kremet sellerirotmos og syltet rødløk lager du enkelt på under 20 minutter, og den egner seg like godt til hverdag som til helg.","lakseporsjoner, grønnkål mix, sellerirotmos, syltet rødløk, runde sukkererter",2023,15,Tirsdag
0e2e6241-54a8-fa88-fef5-5b46c66e2ccf,Pølsegrateng med pasta,"Oppskrift på en av barnas favoritter, ovnsbakt grateng med pølser og pasta. En enkel og god hverdagsmiddag for hele familien. Bruk kjøttpølser eller grillpølser. Denne barnevennlige middagen med makaroni, pølse og pastasaus går fort å lage. Se tips for å gjøre den litt sunnere.","tørr pasta, kjøttpølse uten skinn, pastasaus, løk, revet gulrot, olje, revet ost",2023,15,Onsdag
7f1afb4f-eebe-43f5-a0a7-4d5bc97b6e58,Sommerkoteletter med stekt grønnkål og tzatziki,"Oppskrift på rask og enkel sommermat som er god på smak. Denne middagen er perfekt hvis du vil lage noe litt sunnere. Søt appelsin komplementerer svinekjøttet, og strimlet grønnkålmix gir god crunch. Server med mild tzatziki og ovsbakte poteter, og nyt!","MENYs ovnsbakte poteter med timian, sommerkoteletter, tzatziki, rapsolje til steking, salt, pepper",2023,15,Torsdag
a3f2073c-81fb-0e1b-6d3d-3548d8ad012b,Asiatiske blåskjell,"Oppskrift på blåskjell med syrlig, asiatisk smak. Chili, kokosmelk, fersk ingefær og sitrongress gjør at skjellene både smaker og lukter godt. Når du skal tilberede blåskjell kaster du først de knuste skjellene, resten dampes i 5 minutter. De skjellene som ikke har åpnet seg etter damping skal kastes.","sjalottløk, hvitløk, chili, fersk ingefær, sitrongress, fennikel",2023,15,Fredag
dfe7a56a-1801-47c2-ac99-7fd125322851,Pizza di Parma,"Oppskrift på pizza di parma. En italiensk klassiker med tomatsaus, parmaskinke, Fiordilatte og Bufar Valdres, toppet med frisk ruccola. Til denne oppskriften trenger du en ferdig hevet grunndeig til pizza. Se oppskrift nedenfor.","grunndeig pizza,, Caputo Durum semola, Mutti pizzasaus, Fiordilatte,, Tanzi parma, bufar valdres, ruccola",2023,15,Lørdag
f57dcdd0-67e3-4cf1-b1ed-31a3d842eaaa,Kyllingspyd med sataysaus,"Oppskrift på enkle spyd med kylling og rikelig med smaksrik sataysaus. Satay er en fyldig, asiatisk saus der peanøtter er hovedingrediensen. Server gjerne med woket kålblanding eller en grønn salat, og nan brød ved siden av.","kylling, sataysaus, kokt ris, kål miks, naan brød",2023,15,Søndag
6e0fe66a-3712-b461-dd8a-8dafa1a3b34f,Chili sin carne,"En chili uten kjøtt trenger ikke være fattig på smak! I denne har vi paprika, løk. bønner og mørk sjokolade, som ofte brukes i Mexico. En dyp, mørk og fyldig vegetarchili som selv en kjøttelsker vil like.","kidneybønner, hakkede tomater, tomatpuré, rød paprika, gul paprika, løk, hvitløksfedd, rød chili, spisskummen, paprikapulver, kanel, oregano, sukker, bakekakao, frisk koriander",2023,14,Mandag
04c3a16e-e39c-44ac-9fdd-3b2d710b53b7,Laks i form med creme fraiche og appelsin,"Ovnsbakt laks i kremet saus med smak av sweet chili og honning, med appelsin, grønnkål og poteter. En veldig god lakserett som kanskje passer ekstra godt til påske eller sommeren. Granateplekjerner og frisk koriander på toppen gjør at denne middagen også vil imponere gjester.","laksefilet uten skinn og ben, salt, pepper, creme fraiche, fløte, soyasaus, sweet chili, flytende honning, appelsiner, grønnkål mix, MENY ovnsbakte poteter, granateple, kun frøene, frisk koriander",2023,14,Tirsdag
dc503c43-a126-c447-2024-76bbe46f7566,Pølse i brød med godt tilbehør,Pølse i brød er grillmaten over all grillmat! Ta utgangspunkt i gode Bratwurst pølser fra Jacobs Utvalgte og topp med deilig tilbehør som rødløk og aioli.,"røkte bratwurst fra Jacobs Utvalgte, pølsebrød, aioli, rødløk",2023,14,Onsdag
5c925d29-28c8-493c-85af-500b25bd4ae5,Hjemmelaget lasagne,"Oppskrift på klassisk italiensk lasagne med kjøttdeig, løk, gulrøtter, ostesaus og rikelig med smeltet ost på toppen. Server gjerne med en grønn salat til. Se også film for steg-for-steg hjelp til perfekt lasagne. Oppskriften passer til liten langpanne.","lasagneplater, revet ost",2023,14,Torsdag
001dc642-9950-4ff8-88a0-8b163d1c8183,Loaded veggie nachos,"Oppskrift på klassiske gratinerte nachos, uten kjøtt. Skikkelig digg helgemat, med bønner, gode tomater, avokado og klassisk tacotilbehør!","nacho chips, hermetiske kidneybønner, tacosaus, revet ost, rødløk",2023,14,Fredag
12b7034f-0b54-43f9-9860-d2b1f89776f4,Helstekt lammelår med rotgrønnsaker,"Klassisk oppskrift på lammelår, eller lammestek, med ovnsbakte rotgrønnsaker og sjysaus. Lammelår er perfekt når du skal lage mat til mange, og er spesielt populært til påske, og når både lam og rotgrønnsaker er i sesong på høsten. Se også film for steg-for-steg slik at lammelåret blir helt perfekt!","lammelår, frisk rosmarin, hvitløk, vann, salt, pepper",2023,14,Lørdag
95af0596-e6c3-458f-bd5e-2c572a536e30,Ovnsbakt kylling fylt med ost og surret i spekeskinke,"Oppskrift på saftig kyllingfilet, eller kyllingbryst, surret i spekeskinke og fylt med smaksrik ost, servert med søtpotetmos og lune tomater. Velg gjerne Lerstang kylling og en god ost fra en av våre lokale leverandører.","kyllingfilet, smør, smaksrik ost, grovhakket basilikum, skiver spekeskinke, cherrytomater",2023,14,Søndag
b3afcf2d-a479-644e-4b80-20754da5fa96,Potet- og purreløksuppe,"Oppskrift på en klassiker av en suppe, med poteter og purre. Melne poteter gjør denne suppen kremet og purren gir en deilig sødme. Server mer krutonger eller godt brød ved siden av.","melne poteter, purre, hvitløk, grønnsakskraft, melk, smør, gressløk, salt, pepper, olivenolje, brødkrutonger",2023,13,Mandag
b667803d-eec8-4e6f-99ee-e90166ff6f9b,Enkel poke med laks,"Pokesalat er en spennende og enkel fiskemiddag. Bruk rå lakseloin, råkost og ris, og topp med asiatisk ponzusaus. Retten kan tilpasses etter ønske med for eksempel mango, avokado og granateplekjerner.","lakseloin, råkost mix, kokt ris, ponzusaus, appelsin",2023,13,Tirsdag
a722f5b7-d2f6-4801-930e-7be1497ac0b9,Enkel pizza med karbonadedeig,"Enkel oppskrift på hverdagspizza, med ferdig pizzabunn, karbonadedeig, og MENY sin egen tomatsaus med et høyt innhold av grønnsaker. Middag på under 20 minutter. Topp med spinat eller andre grønnsaker du liker. Du kan også bruke kjøttdeig.","karbonadedeig, rapsolje, MENY tomatsaus, pizzabunn, fullkorn, revet ost, babyspinat",2023,13,Onsdag
052b5fe6-859c-ef10-8a9e-47ec70ab9d33,Hjemmelaget fiskegrateng med makaroni,"Fiskegrateng med makaroni og torsk er en super måte å utnytte restene etter gårsdagens fiskemiddag på og en fiskemiddag som barn ofte liker. Server med råkostsalat, kokt potet og litt smeltet smør. Du kan også bruke skrei eller annen hvit fisk som kolje.","smør, hvetemel, melk, salt, revet muskatnøtt",2023,13,Torsdag
31a163da-878f-415e-87b2-50acdbcb4a06,Angussnadder i tortilla,"Enkel oppskrift på biffstimler av Angus i tortilla med frisk tomatsalsa toppet med en krydret rømmedressing. Rask og god middag eller lunsj når man har dårlig tid. [Angussnadder](/tema/middag/angus-biffsnadder/) får du kjøpt i ferskvaredisken, og trenger kun varmes raskt i pannen før servering.","angussnadder, olje, salt, pepper, tortillas",2023,13,Fredag
b007d46b-0197-4b71-a1ca-c9d5878ee647,Saftig vegetarburger med sopp og linser,"Oppskrift på saftig vegetarburger laget av portobello sopp, linser, quinoa og valnøtter. Portobello har en fyldig smak og konsistens som minner om kjøtt, og denne plantebaserte burgeren er derfor en super erstatter for klassisk burger. Topp gjerne med ost, og server med det tilbehøret du liker best!","quinoa, vann, grønnsaksbuljong",2023,13,Lørdag
62cb6733-d0c3-4daa-ad31-4ef6d4eac281,Klassisk finnbiff,"Reinskavgryte er en tradisjonell samisk gryterett med viltkjøtt. Denne oppskriften med skav av reinsdyr, bacon, geitost, sopp og einebær er enkel og rik på smak. Server gjerne med hjemmelaget potetmos og tyttebærsyltetøy.","reinskav, frisk sopp, bacon, smør, nykvernet pepper, salt, tørkede enebær, TINE crème fraîche, viltkraft, geitost, bladpersille, matfløte",2023,13,Søndag
8143182a-e0bf-95ed-3255-919c1d1764fc,Saftig grønnkålpai,"Enkel og god pai med creme fraiche, grønnkål og hvitløk. Like god som egen middag og som del av et større koldtbord. Pai kan spises varm og kald, og er like god neste dag.","smør, mel, vann",2023,12,Mandag
8910bd5d-ce65-482b-b966-9dbcbee909bf,Laksefilet med ovnsbakte grønnsaker,"Oppskrift med laks, eller ørret, ovnsbakt paprika, løk og squash, servert med gode poteter og grønn pesto. Toppet med frisk appelsin blir dette en veldig god, rask og enkel middag for hele familien på under 20 minutter.","laksefilet, MENY ovnsbakte grønnsaker, MENY ovnsbakte poteter med timian, grønn pesto, appelsin, salt, pepper",2023,12,Tirsdag
4c62f921-fdae-41d9-a230-4369ff1e14c5,Pasta med kjøttsaus,"Ukens middag på under 20 minutter! Familievennlig middagsfavoritt med fersk tagliatelle med fullkorn, og ferdig tomatsaus med ekstra grønnsaker. Både kjøttdeig og karbonadedeig kan brukes. Se også video.","kjøttdeig av svin, MENY tomatsaus med grønnsaker, tagliatelle fullkorn, revet parmesanost, basilikum",2023,12,Onsdag
1367a63a-c298-48b6-a481-6deccdbd0bb8,Sommerruller med kylling,"Oppskrift på deilige sommerruller med kylling, servert med peanøttsaus eller hoisinsaus. Denne ferske og ustekte vårrullen er fylt med salat, mango, paprika, tørket aprikos og vårløk. En ganske enkel og populær rett som er lett å like for store og små.","rispannekaker til vårruller, hjertesalat, mango, paprika, gulrot, tørket aprikos, cashewnøtter, liten rødkål, vårløk, kylling, bunt koriander",2023,12,Torsdag
